"","Run","SampleName.x","assembly.x","n_seqs.x","smallest.x","largest.x","n_bases.x","mean_len.x","n_under_200.x","n_over_1k.x","n_over_10k.x","n_with_orf.x","mean_orf_percent.x","n90.x","n70.x","n50.x","n30.x","n10.x","gc.x","gc_skew.x","at_skew.x","cpg_ratio.x","bases_n.x","proportion_n.x","linguistic_complexity.x","fragments","fragments_mapped","p_fragments_mapped","good_mappings","p_good_mapping","bad_mappings","potential_bridges","bases_uncovered","p_bases_uncovered","contigs_uncovbase","p_contigs_uncovbase","contigs_uncovered","p_contigs_uncovered","contigs_lowcovered","p_contigs_lowcovered","contigs_segmented","p_contigs_segmented","score","optimal_score","cutoff","assembly.y","n_seqs.y","smallest.y","largest.y","n_bases.y","mean_len.y","n_under_200.y","n_over_1k.y","n_over_10k.y","n_with_orf.y","mean_orf_percent.y","n90.y","n70.y","n50.y","n30.y","n10.y","gc.y","gc_skew.y","at_skew.y","cpg_ratio.y","bases_n.y","proportion_n.y","linguistic_complexity.y","CRBB_hits","n_contigs_with_CRBB","p_contigs_with_CRBB","rbh_per_reference","n_refs_with_CRBB","p_refs_with_CRBB","cov25","p_cov25","cov50","p_cov50","cov75","p_cov75","cov85","p_cov85","cov95","p_cov95","reference_coverage","ID","Complete","Fragmented","Missing","Total","Complete_BUSCO_perc","Input.Reads","Surviving.Reads","Percent.Surviving","Unique_kmers","Investigator","HighLevelClassification","Phylum","Class","Order","Family","Genus","Species","Strain","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","Experiment","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","SampleName.y","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash"
"453","SRR1300479","MMETSP1408","/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1300479/trinity/trinity_out/Thalassiosira_weissflogii_SRR1300479.Trinity.fixed.fa",25250,201,15765,30276601,1199.07331,0,11290,7,15604,80.17992,552,1240,1847,2670,4295,0.46664,0.0078,0.008,1.9375,0,0,0.21175,24394087,23122044,0.94785,19467781,0.79805,3654263,17665,255932,0.00845,8307,0.32899,130,0.00515,11585,0.45881,1134,0.04491,0.41386,0.46341,0.37082,"/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1300479/trinity/Thalassiosira_weissflogii_SRR1300479.Trinity.fixed.fasta",25250,201,15765,30276601,1199.07331,0,11290,7,15604,80.17992,552,1240,1847,2670,4295,0.46664,0.0078,0.008,1.9375,0,0,0.21175,19987,19987,0.79156,1.08248,15250,0.82593,7996,0.43306,7388,0.40013,6521,0.35317,6166,0.33395,5688,0.30806,0.45181,"Thalassiosira_weissflogii_SRR1300479",265,42,122,429,0.617715618,25158093,24394087,96.96,29102920,"BethanyJenkins","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemaceae","Thalassiosira","weissflogii","CCMP1010","22-Jul-15","31-May-14",25158093,2515809300,25158093,100,1583,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300479","SRX554284",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621570","SAMN02740005","simple",67004,"Thalassiosira weissflogii","MMETSP1408",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","F3CCCBD392CB308FA442F7ACA3476E01","1BBA2CEE1A1D99179D3D6F62C7C6611F"
"454","SRR1300480","MMETSP1409","/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1300480/trinity/trinity_out/Thalassiosira_weissflogii_SRR1300480.Trinity.fixed.fa",25317,201,15472,30170045,1191.69116,0,11150,13,15457,79.99064,537,1242,1857,2693,4378,0.4662,0.00652,0.00738,1.9365,0,0,0.20988,22212625,21073165,0.9487,17716359,0.79758,3356806,17756,288308,0.00956,8494,0.33551,154,0.00608,12225,0.48288,1002,0.03958,0.40622,0.47087,0.40559,"/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1300480/trinity/Thalassiosira_weissflogii_SRR1300480.Trinity.fixed.fasta",25317,201,15472,30170045,1191.69116,0,11150,13,15457,79.99064,537,1242,1857,2693,4378,0.4662,0.00652,0.00738,1.9365,0,0,0.20988,19822,19822,0.78295,1.08341,15088,0.82466,7933,0.43359,7317,0.39992,6466,0.35341,6125,0.33477,5619,0.30712,0.45235,"Thalassiosira_weissflogii_SRR1300480",257,49,123,429,0.599067599,22907864,22212625,96.97,26613252,"BethanyJenkins","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemaceae","Thalassiosira","weissflogii","CCMP1010","22-Jul-15","31-May-14",22907864,2290786400,22907864,100,1443,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300480","SRX554285",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621569","SAMN02740006","simple",67004,"Thalassiosira weissflogii","MMETSP1409",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","5672AAE3171391BC465A98B4446BEC11","26CAA09931DC6D21CCAAEC0BEA6BB4CB"
"455","SRR1300481","MMETSP1410","/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1300481/trinity/trinity_out/Thalassiosira_weissflogii_SRR1300481.Trinity.fixed.fa",26299,201,15890,31060788,1181.06346,0,11430,9,15703,78.13563,527,1234,1866,2705,4310,0.46495,0.00773,0.00783,1.93696,0,0,0.2085,23389651,22159816,0.94742,18681472,0.79871,3478344,16938,354423,0.01141,9128,0.34709,203,0.00772,12545,0.47701,1503,0.05715,0.39143,0.44423,0.30287,"/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1300481/trinity/Thalassiosira_weissflogii_SRR1300481.Trinity.fixed.fasta",26299,201,15890,31060788,1181.06346,0,11430,9,15703,78.13563,527,1234,1866,2705,4310,0.46495,0.00773,0.00783,1.93696,0,0,0.2085,20555,20555,0.78159,1.0843,15303,0.80725,8112,0.42792,7461,0.39357,6475,0.34156,6077,0.32057,5543,0.2924,0.45309,"Thalassiosira_weissflogii_SRR1300481",261,45,123,429,0.608391608,24124476,23389651,96.95,30589195,"BethanyJenkins","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemaceae","Thalassiosira","weissflogii","CCMP1010","22-Jul-15","31-May-14",24124476,2412447600,24124476,100,1515,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300481","SRX554286",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621571","SAMN02740007","simple",67004,"Thalassiosira weissflogii","MMETSP1410",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","2D001DB7598F13881F7DD43A01A2DBA6","E7A9A1CE798BED33C7F359D380C2EFA7"
"456","SRR1300482","MMETSP1412","/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1300482/trinity/trinity_out/Thalassiosira_weissflogii_SRR1300482.Trinity.fixed.fa",26626,201,10522,30936082,1161.87493,0,11431,4,15744,78.12117,510,1219,1846,2674,4232,0.46525,0.00849,0.00678,1.93472,0,0,0.20584,25586643,24150071,0.94385,20195805,0.78931,3954266,17565,321386,0.01039,9219,0.34624,171,0.00642,13039,0.48971,1668,0.06265,0.38244,0.4068,0.26597,"/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1300482/trinity/Thalassiosira_weissflogii_SRR1300482.Trinity.fixed.fasta",26626,201,10522,30936082,1161.87493,0,11431,4,15744,78.12117,510,1219,1846,2674,4232,0.46525,0.00849,0.00678,1.93472,0,0,0.20584,20288,20288,0.76196,1.06354,15124,0.79283,7883,0.41324,7289,0.3821,6380,0.33445,6009,0.315,5457,0.28607,0.44591,"Thalassiosira_weissflogii_SRR1300482",248,52,129,429,0.578088578,26388670,25586643,96.96,30659554,"BethanyJenkins","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemaceae","Thalassiosira","weissflogii","CCMP1010","22-Jul-15","31-May-14",26388670,2638867000,26388670,100,1658,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300482","SRX554287",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621572","SAMN02740009","simple",67004,"Thalassiosira weissflogii","MMETSP1412",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","06D8FF43AC5D0D3DD098A7C9DCEADC75","B4FA963F2AE3AA184D720D550BB45103"
"457","SRR1300483","MMETSP1413","/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1300483/trinity/trinity_out/Thalassiosira_weissflogii_SRR1300483.Trinity.fixed.fa",26206,201,15030,27783855,1060.20968,0,10218,3,15501,84.12078,461,1079,1639,2390,3925,0.46968,0.00778,0.0077,1.93358,0,0,0.19205,18641448,17619795,0.94519,14854690,0.79686,2765105,17798,199517,0.00718,8264,0.31535,140,0.00534,14729,0.56205,835,0.03186,0.41007,0.46469,0.29906,"/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1300483/trinity/Thalassiosira_weissflogii_SRR1300483.Trinity.fixed.fasta",26206,201,15030,27783855,1060.20968,0,10218,3,15501,84.12078,461,1079,1639,2390,3925,0.46968,0.00778,0.0077,1.93358,0,0,0.19205,19080,19080,0.72808,1.0733,15055,0.84688,8042,0.45238,7450,0.41908,6626,0.37273,6323,0.35568,5932,0.33369,0.46674,"Thalassiosira_weissflogii_SRR1300483",223,64,142,429,0.51981352,19218722,18641448,97,25944255,"BethanyJenkins","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemaceae","Thalassiosira","weissflogii","CCMP1010","22-Jul-15","31-May-14",19218722,1921872200,19218722,100,1181,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300483","SRX554288",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621573","SAMN02740010","simple",67004,"Thalassiosira weissflogii","MMETSP1413",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","235C6DFAFF3A8B807CD624CA987E6B80","3795971A48005DFB3478B03B69CE0666"
"458","SRR1300484","MMETSP1414","/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1300484/trinity/trinity_out/Thalassiosira_weissflogii_SRR1300484.Trinity.fixed.fa",26109,201,10774,28593371,1095.15382,0,10708,1,15541,82.50368,478,1131,1696,2476,3927,0.46834,0.00615,0.00608,1.9338,0,0,0.19737,21203007,20069779,0.94655,16985985,0.80111,3083794,18210,239411,0.00837,8452,0.32372,147,0.00563,13928,0.53346,955,0.03658,0.40954,0.46252,0.25385,"/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1300484/trinity/Thalassiosira_weissflogii_SRR1300484.Trinity.fixed.fasta",26109,201,10774,28593371,1095.15382,0,10708,1,15541,82.50368,478,1131,1696,2476,3927,0.46834,0.00615,0.00608,1.9338,0,0,0.19737,19458,19458,0.74526,1.0857,15101,0.8426,7940,0.44303,7355,0.41039,6483,0.36173,6128,0.34193,5694,0.31771,0.45591,"Thalassiosira_weissflogii_SRR1300484",262,43,124,429,0.610722611,21861163,21203007,96.99,25663182,"BethanyJenkins","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemaceae","Thalassiosira","weissflogii","CCMP1010","22-Jul-15","31-May-14",21861163,2186116300,21861163,100,1344,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300484","SRX554289",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621574","SAMN02740011","simple",67004,"Thalassiosira weissflogii","MMETSP1414",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","488ED340A852127B07E655EB269BEEAB","02011510B00DD9558AB479AF6C5A9CE9"
"459","SRR1300485","MMETSP1415","/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1300485/trinity/trinity_out/Thalassiosira_weissflogii_SRR1300485.Trinity.fixed.fa",27353,201,10609,27891177,1019.67525,0,10213,2,15747,83.61242,433,1038,1587,2315,3707,0.46914,0.00671,0.00706,1.93352,0,0,0.18651,18933457,17870925,0.94388,15046928,0.79473,2823997,18409,249449,0.00894,8830,0.32282,173,0.00632,15682,0.57332,896,0.03276,0.41185,0.45347,0.39199,"/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1300485/trinity/Thalassiosira_weissflogii_SRR1300485.Trinity.fixed.fasta",27353,201,10609,27891177,1019.67525,0,10213,2,15747,83.61242,433,1038,1587,2315,3707,0.46914,0.00671,0.00706,1.93352,0,0,0.18651,19800,19800,0.72387,1.07498,15630,0.84858,8205,0.44546,7622,0.41381,6718,0.36473,6374,0.34606,5938,0.32238,0.46119,"Thalassiosira_weissflogii_SRR1300485",251,50,128,429,0.585081585,19515055,18933457,97.02,27683066,"BethanyJenkins","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemaceae","Thalassiosira","weissflogii","CCMP1010","22-Jul-15","31-May-14",19515055,1951505500,19515055,100,1207,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300485","SRX554290",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621575","SAMN02740012","simple",67004,"Thalassiosira weissflogii","MMETSP1415",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","87C44C798B4C215C2FC73563FD8446E5","BD6AF691D07FD1E567FFCF5865280BFF"
"460","SRR1300486","MMETSP1416","/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1300486/trinity/trinity_out/Thalassiosira_weissflogii_SRR1300486.Trinity.fixed.fa",25814,201,12828,29467288,1141.52351,0,10771,9,15562,82.9117,503,1171,1776,2634,4317,0.46902,0.00725,0.00603,1.93552,0,0,0.20272,22437943,21279562,0.94837,18025037,0.80333,3254525,16079,253960,0.00862,8140,0.31533,191,0.0074,13009,0.50395,940,0.03641,0.42855,0.47996,0.31872,"/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1300486/trinity/Thalassiosira_weissflogii_SRR1300486.Trinity.fixed.fasta",25814,201,12828,29467288,1141.52351,0,10771,9,15562,82.9117,503,1171,1776,2634,4317,0.46902,0.00725,0.00603,1.93552,0,0,0.20272,19934,19934,0.77222,1.10072,15291,0.84434,8117,0.44821,7479,0.41298,6586,0.36367,6211,0.34296,5744,0.31717,0.45643,"Thalassiosira_weissflogii_SRR1300486",258,48,123,429,0.601398601,23135069,22437943,96.99,28764427,"BethanyJenkins","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemaceae","Thalassiosira","weissflogii","CCMP1010","22-Jul-15","31-May-14",23135069,2313506900,23135069,100,1426,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300486","SRX554291",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621576","SAMN02740013","simple",67004,"Thalassiosira weissflogii","MMETSP1416",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","28582C99CFA8CB486747B703A2E0D097","CF2D18ED0228CD97421E853739942BC6"
"461","SRR1300487","MMETSP1417","/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1300487/trinity/trinity_out/Thalassiosira_weissflogii_SRR1300487.Trinity.fixed.fa",25279,201,15388,29544217,1168.7257,0,10912,7,15486,82.14585,526,1195,1814,2643,4268,0.46761,0.00615,0.00659,1.93523,0,0,0.20688,19747156,18802049,0.95214,16043257,0.81243,2758792,17832,257729,0.00872,8088,0.31995,157,0.00621,12736,0.50382,919,0.03635,0.43273,0.48622,0.39156,"/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1300487/trinity/Thalassiosira_weissflogii_SRR1300487.Trinity.fixed.fasta",25279,201,15388,29544217,1168.7257,0,10912,7,15486,82.14585,526,1195,1814,2643,4268,0.46761,0.00615,0.00659,1.93523,0,0,0.20688,19447,19447,0.76929,1.07973,15129,0.83999,7911,0.43923,7278,0.40409,6443,0.35773,6103,0.33885,5632,0.3127,0.45378,"Thalassiosira_weissflogii_SRR1300487",270,36,123,429,0.629370629,20353676,19747156,97.02,28223514,"BethanyJenkins","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemaceae","Thalassiosira","weissflogii","CCMP1010","22-Jul-15","31-May-14",20353676,2035367600,20353676,100,1255,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300487","SRX554292",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621577","SAMN02740014","simple",67004,"Thalassiosira weissflogii","MMETSP1417",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","DBA4D8432EFE164883F109177229AE42","AB4643038F13066648806A7AAF00FDD7"
"462","SRR1300488","MMETSP1418","/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1300488/trinity/trinity_out/Thalassiosira_weissflogii_SRR1300488.Trinity.fixed.fa",25286,201,15822,30211778,1194.80258,0,11171,11,15640,82.02338,539,1232,1845,2683,4389,0.4677,0.00744,0.00588,1.93372,0,0,0.21033,20713694,19711089,0.9516,16913062,0.81652,2798027,17962,256264,0.00848,8323,0.32915,159,0.00629,12320,0.48723,915,0.03619,0.44615,0.4914,0.38234,"/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1300488/trinity/Thalassiosira_weissflogii_SRR1300488.Trinity.fixed.fasta",25286,201,15822,30211778,1194.80258,0,11171,11,15640,82.02338,539,1232,1845,2683,4389,0.4677,0.00744,0.00588,1.93372,0,0,0.21033,19765,19765,0.78166,1.08928,15278,0.842,8084,0.44552,7469,0.41163,6630,0.36539,6268,0.34544,5818,0.32064,0.45762,"Thalassiosira_weissflogii_SRR1300488",274,36,119,429,0.638694639,21356988,20713694,96.99,30401183,"BethanyJenkins","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemaceae","Thalassiosira","weissflogii","CCMP1010","22-Jul-15","31-May-14",21356988,2135698800,21356988,100,1310,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300488","SRX554293",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621579","SAMN02740015","simple",67004,"Thalassiosira weissflogii","MMETSP1418",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","0C2F485288EDE5647315818E27D801D4","EA767FEACE4AC04636A24C022E7E68DD"
"463","SRR1300489","MMETSP1419","/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1300489/trinity/trinity_out/Thalassiosira_weissflogii_SRR1300489.Trinity.fixed.fa",25357,201,15411,30520670,1203.63884,0,11236,8,15653,81.31871,543,1246,1876,2731,4432,0.46721,0.00624,0.00714,1.9361,0,0,0.21137,22294922,21226682,0.95209,18222869,0.81736,3003813,18234,301872,0.00989,8287,0.32681,170,0.0067,12022,0.47411,1025,0.04042,0.44365,0.48668,0.38297,"/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1300489/trinity/Thalassiosira_weissflogii_SRR1300489.Trinity.fixed.fasta",25357,201,15411,30520670,1203.63884,0,11236,8,15653,81.31871,543,1246,1876,2731,4432,0.46721,0.00624,0.00714,1.9361,0,0,0.21137,20001,20001,0.78878,1.1046,15261,0.84282,8004,0.44204,7397,0.40852,6504,0.3592,6134,0.33876,5672,0.31325,0.45475,"Thalassiosira_weissflogii_SRR1300489",277,32,120,429,0.645687646,22985175,22294922,97,30177208,"BethanyJenkins","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemaceae","Thalassiosira","weissflogii","CCMP1010","22-Jul-15","31-May-14",22985175,2298517500,22985175,100,1411,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300489","SRX554294",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621578","SAMN02740016","simple",67004,"Thalassiosira weissflogii","MMETSP1419",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","A4CCFB25898F9352F9D0EB78192BE286","40660A0BD61847AEE7C4AF86CAB9A637"
"464","SRR1300490","MMETSP1420","/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1300490/trinity/trinity_out/Thalassiosira_weissflogii_SRR1300490.Trinity.fixed.fa",25438,201,13130,29129071,1145.10068,0,10738,4,15331,82.09929,502,1182,1792,2614,4231,0.46797,0.00698,0.00799,1.93531,0,0,0.20358,24764398,23552940,0.95108,20061937,0.81011,3491003,18145,246688,0.00847,8209,0.32271,163,0.00641,12641,0.49693,979,0.03849,0.42676,0.46362,0.32293,"/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1300490/trinity/Thalassiosira_weissflogii_SRR1300490.Trinity.fixed.fasta",25438,201,13130,29129071,1145.10068,0,10738,4,15331,82.09929,502,1182,1792,2614,4231,0.46797,0.00698,0.00799,1.93531,0,0,0.20358,19683,19683,0.77376,1.0949,15163,0.84347,8016,0.4459,7359,0.40936,6510,0.36213,6131,0.34105,5682,0.31607,0.4563,"Thalassiosira_weissflogii_SRR1300490",266,39,124,429,0.62004662,25531993,24764398,96.99,26950694,"BethanyJenkins","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemaceae","Thalassiosira","weissflogii","CCMP1010","22-Jul-15","31-May-14",25531993,2553199300,25531993,100,1567,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300490","SRX554295",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621580","SAMN02740017","simple",67004,"Thalassiosira weissflogii","MMETSP1420",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","A153BCAC6541ABBE1BC62FA8924CBFA4","AA4A6BB51B4D93AD3BC9A09B9589299A"
"465","SRR1300491","MMETSP1422","/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1300491/trinity/trinity_out/Thalassiosira_weissflogii_SRR1300491.Trinity.fixed.fa",26690,201,11602,28670642,1074.20914,0,10493,4,15599,82.97065,461,1100,1673,2463,4028,0.46849,0.00889,0.0086,1.93443,0,0,0.19363,20728032,19607503,0.94594,16389701,0.7907,3217802,18925,232939,0.00812,8597,0.32211,166,0.00622,14805,0.5547,855,0.03203,0.40037,0.44575,0.42925,"/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1300491/trinity/Thalassiosira_weissflogii_SRR1300491.Trinity.fixed.fasta",26690,201,11602,28670642,1074.20914,0,10493,4,15599,82.97065,461,1100,1673,2463,4028,0.46849,0.00889,0.0086,1.93443,0,0,0.19363,19812,19812,0.7423,1.08893,15402,0.84654,8097,0.44504,7446,0.40926,6562,0.36067,6235,0.3427,5788,0.31813,0.45242,"Thalassiosira_weissflogii_SRR1300491",260,44,125,429,0.606060606,21287532,20728032,97.37,28179018,"BethanyJenkins","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemaceae","Thalassiosira","weissflogii","CCMP1010","22-Jul-15","31-May-14",21287532,2128753200,21287532,100,1335,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300491","SRX554296",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621581","SAMN02740019","simple",67004,"Thalassiosira weissflogii","MMETSP1422",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","8D666F23BB45114803C0A6DA33D262D2","287BFB28754C93133861A76783BE27E7"
