assembly,ID,n_seqs,smallest,largest,n_bases,mean_len,n_under_200,n_over_1k,n_over_10k,n_with_orf,mean_orf_percent,n90,n70,n50,n30,n10,gc,gc_skew,at_skew,cpg_ratio,bases_n,proportion_n,linguistic_complexity,fragments,fragments_mapped,p_fragments_mapped,good_mappings,p_good_mapping,bad_mappings,potential_bridges,bases_uncovered,p_bases_uncovered,contigs_uncovbase,p_contigs_uncovbase,contigs_uncovered,p_contigs_uncovered,contigs_lowcovered,p_contigs_lowcovered,contigs_segmented,p_contigs_segmented,score,optimal_score,cutoff
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1388.cds.fa.fixed.fa,MMETSP1388,35513,150,13275,27917514,763.71495,4586,9713,4,20525,99.8993,423,843,1239,1779,3177,0.69164,0.0007,-0.00118,2.37137,114374,0.0041,0.1292,23337998,20623360,0.88368,16308579,0.6988,4314781,19237,146615,0.00525,22567,0.63546,112,0.00315,10089,0.28409,2419,0.06812,0.31349,0.36188,0.40477
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1344.cds.fa.fixed.fa,MMETSP1344,38488,150,34047,29854683,750.56036,5559,9088,29,19024,99.87686,366,831,1392,2226,4755,0.6186,0.03553,0.07305,2.1782,63985,0.00214,0.13591,23279700,18900566,0.81189,16679155,0.71647,2221411,3686,250622,0.00839,26635,0.69203,380,0.00987,19388,0.50374,3005,0.07808,0.38144,0.39967,0.03945
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1324.cds.fa.fixed.fa,MMETSP1324,23741,150,21366,18199023,737.00817,4039,5618,18,11144,99.871,363,876,1470,2337,5646,0.62289,0.03746,0.07685,2.19763,103249,0.00567,0.13253,28839527,22563416,0.78238,16306346,0.56542,6257070,9640,134933,0.00741,16489,0.69454,91,0.00383,9649,0.40643,2496,0.10513,0.18627,0.22365,0.29509
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1100.cds.fa.fixed.fa,MMETSP1100,53204,150,14067,46832829,858.85945,6574,16399,8,33415,99.91176,495,921,1365,2061,3912,0.67105,0.00421,0.07427,2.30076,250889,0.00536,0.1407,23261104,18675570,0.80287,14718220,0.63274,3957350,24628,4292602,0.09166,40661,0.76425,5003,0.09403,25220,0.47402,1829,0.03438,0.23392,0.40707,0.49142
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1070.cds.fa.fixed.fa,MMETSP1070,27761,150,15348,43552053,1562.35366,1031,16867,50,23853,99.87949,867,1476,2121,3150,5316,0.55907,0.02557,0.06505,2.02337,103587,0.00238,0.25556,34857357,25368358,0.72778,20977171,0.6018,4391187,6200,5011208,0.11506,21570,0.77699,3575,0.12878,10093,0.36357,8066,0.29055,0.17217,0.22121,0.0404
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0417.cds.fa.fixed.fa,MMETSP0417,10258,150,17793,16136697,1561.73601,666,5859,22,8026,99.92472,888,1629,2400,3471,5925,0.57604,-0.041,-0.00829,2.05967,36560,0.00227,0.24248,26144773,23391331,0.89468,20133066,0.77006,3258265,6569,49938,0.00309,5777,0.56317,22,0.00214,2289,0.22314,370,0.03607,0.45202,0.53617,0.53058
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0018.cds.fa.fixed.fa,MMETSP0018,122,150,891,32604,196.77049,49,0,0,9,99.50012,225,306,420,819,891,0.413,0.26197,0.1557,1.80402,98,0.00301,0.04739,14970624,241223,0.01611,59988,0.00401,181235,5,109,0.00334,53,0.43443,0,0,16,0.13115,22,0.18033,0.00067,0.00103,0.09357
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0088.cds.fa.fixed.fa,MMETSP0088,14282,150,4266,8428029,568.82537,1745,2214,0,7317,99.7716,333,591,849,1152,1755,0.44326,0.08696,0.09007,1.72616,22015,0.00261,0.12042,2754768,2077200,0.75404,1360489,0.49387,716711,763,965976,0.11461,13841,0.96912,1294,0.0906,12554,0.87901,1039,0.07275,0.13951,0.20698,0.20948
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1084.cds.fa.fixed.fa,MMETSP1084,8996,150,24789,14157423,1563.90307,508,5071,20,7027,99.9429,876,1638,2436,3414,5661,0.657,0.03739,0.07097,2.29562,33347,0.00236,0.22085,29097293,24556273,0.84394,19752318,0.67884,4803955,6081,41364,0.00292,5265,0.58526,12,0.00133,1849,0.20554,889,0.09882,0.33835,0.34583,0.04103
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1397.cds.fa.fixed.fa,MMETSP1397,11868,150,26460,15084675,1263.0728,544,5710,27,9383,99.87296,675,1215,1773,2619,5175,0.49223,-0.00136,0.10711,1.71536,17908,0.00119,0.2175,21188214,16354310,0.77186,14867263,0.70168,1487047,4788,47291,0.00314,7401,0.62361,47,0.00396,1934,0.16296,736,0.06202,0.40948,0.42518,0.04082
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1019.cds.fa.fixed.fa,MMETSP1019,605,150,3147,142554,138.12893,346,2,0,31,99.10971,225,312,591,3147,3147,0.46948,0.08749,0.14408,1.8562,880,0.00617,0.04643,7242396,258100,0.03564,90559,0.0125,167541,35,26862,0.18843,550,0.90909,72,0.11901,394,0.65124,78,0.12893,0.00195,0.00427,0.09042
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0086.cds.fa.fixed.fa,MMETSP0086,15387,150,12006,11795826,743.24137,2063,3769,2,8450,99.84017,402,804,1260,1911,3660,0.5194,-0.00015,0.09105,1.84005,32755,0.00278,0.14292,15955700,8321563,0.52154,6876636,0.43098,1444927,4351,1400939,0.11877,12084,0.78534,1454,0.0945,10206,0.66329,564,0.03665,0.16423,0.26798,0.54994
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0976.cds.fa.fixed.fa,MMETSP0976,28450,150,19203,34423245,1196.01195,2297,12922,32,21187,99.9564,672,1215,1785,2688,4986,0.66995,-0.0031,0.02185,2.55877,133401,0.00388,0.17743,22582945,20859262,0.92367,17763137,0.78657,3096125,11639,4555900,0.13235,20049,0.70471,3167,0.11132,10097,0.3549,1374,0.0483,0.31244,0.50482,0.46476
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1325.cds.fa.fixed.fa,MMETSP1325,21129,150,8253,9467460,405.04643,5254,1804,0,6131,99.83363,258,453,771,1356,5616,0.61097,0.04006,0.07298,2.21557,60059,0.00634,0.0895,3777801,2593463,0.6865,1769188,0.46831,824275,1772,870641,0.09196,20275,0.95958,534,0.02527,17918,0.84803,1164,0.05509,0.12176,0.20369,0.21494
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1445.cds.fa.fixed.fa,MMETSP1445,18049,150,18336,14937027,809.45166,1880,5236,15,11017,99.81759,438,861,1227,1746,3534,0.5827,0.04921,0.10856,2.04534,69384,0.00465,0.15204,28557420,19891720,0.69655,12375674,0.43336,7516046,9241,130891,0.00876,12053,0.66779,97,0.00537,6794,0.37642,682,0.03779,0.16541,0.22244,0.3759
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0593.cds.fa.fixed.fa,MMETSP0593,14554,150,12636,15783651,1068.08616,1374,6421,1,9964,99.84696,633,1191,1671,2274,3588,0.46092,0.07843,0.07799,1.78979,39472,0.0025,0.1958,23754801,19215820,0.80892,15334382,0.64553,3881438,6182,66613,0.00422,9205,0.63247,52,0.00357,3744,0.25725,2034,0.13976,0.25328,0.26635,0.0496
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1174.cds.fa.fixed.fa,MMETSP1174,27278,150,9579,20416083,723.3152,3949,6734,0,14533,99.78356,384,813,1233,1821,3495,0.5323,0.04615,0.07588,1.95341,168613,0.00826,0.14353,20175678,12255714,0.60745,7942095,0.39365,4313619,8136,228649,0.0112,19495,0.71468,134,0.00491,11791,0.43225,2170,0.07955,0.12535,0.16331,0.27294
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1117.cds.fa.fixed.fa,MMETSP1117,34654,150,5436,29063583,827.69726,2185,11034,0,25057,99.82973,492,822,1119,1479,2106,0.57294,0.04799,0.04151,1.95668,71840,0.00247,0.16308,29826103,23057706,0.77307,18158368,0.60881,4899338,6381,2253116,0.07752,22898,0.66076,2529,0.07298,13710,0.39563,2454,0.07081,0.26673,0.36023,0.38614
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0989.cds.fa.fixed.fa,MMETSP0989,37197,150,36822,35962308,951.5252,3267,12419,61,24729,99.88589,510,963,1434,2208,4641,0.64322,0.02685,0.07417,2.0893,116288,0.00323,0.16054,29830712,23213612,0.77818,18186562,0.60966,5027050,14375,4502441,0.1252,25670,0.69011,3697,0.09939,17533,0.47136,1874,0.05038,0.22819,0.37709,0.49079
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1329.cds.fa.fixed.fa,MMETSP1329,18959,150,13053,12983742,661.63142,2524,3930,2,10233,99.95332,366,708,1041,1515,2895,0.69595,-0.0006,0.03869,2.45518,47712,0.00367,0.11389,24903534,21365716,0.85794,16010539,0.6429,5355177,10012,64636,0.00498,11240,0.59286,49,0.00258,5391,0.28435,1183,0.0624,0.26196,0.3347,0.4496
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1325.cds.fa.fixed.fa,MMETSP1325,21129,150,8253,9467460,405.04643,5254,1804,0,6131,99.83363,258,453,771,1356,5616,0.61097,0.04006,0.07298,2.21557,60059,0.00634,0.0895,3782453,2599392,0.68722,1763697,0.46628,835695,1798,866022,0.09147,20282,0.95991,524,0.0248,17911,0.8477,1108,0.05244,0.12086,0.20453,0.21236
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1169.cds.fa.fixed.fa,MMETSP1169,19774,150,15237,16077065,794.76009,2079,5700,5,11876,99.83628,429,852,1227,1755,3171,0.60815,0.03954,0.09273,2.01897,82187,0.00511,0.14827,22447391,17251526,0.76853,12182971,0.54273,5068555,6136,113201,0.00704,13460,0.68069,49,0.00248,8458,0.42773,643,0.03252,0.24715,0.3159,0.4342
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1322.cds.fa.fixed.fa,MMETSP1322,14799,150,7647,13880697,918.65315,1643,5496,0,9424,99.87552,528,1038,1470,2019,3291,0.56392,0.01811,0.06469,2.04038,49103,0.00354,0.17201,10841166,8667715,0.79952,6537690,0.60304,2130025,5385,75713,0.00545,10195,0.6889,48,0.00324,6127,0.41401,727,0.04912,0.26267,0.30848,0.38362
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0369.cds.fa.fixed.fa,MMETSP0369,70239,150,6723,66094437,924.55029,6660,28141,0,49793,99.89262,576,1002,1356,1770,2541,0.62471,0.05373,0.00695,2.12207,238643,0.00361,0.16853,24487906,18001953,0.73514,13553002,0.55346,4448951,23981,6627078,0.10027,51374,0.73142,6727,0.09577,31517,0.44871,3039,0.04327,0.21399,0.3425,0.42707
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1355.cds.fa.fixed.fa,MMETSP1355,18908,150,21414,14528175,746.8123,2333,4369,26,9931,99.93108,372,786,1248,1974,5166,0.64561,0.02489,0.06959,1.89141,75547,0.0052,0.13119,30207170,17905792,0.59277,12485933,0.41334,5419859,4948,90532,0.00623,12359,0.65364,41,0.00217,7413,0.39206,965,0.05104,0.18397,0.19427,0.34405
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0759.cds.fa.fixed.fa,MMETSP0759,11058,150,18699,22140000,1999.15654,193,7842,77,10128,99.89849,1062,1857,2697,3861,6789,0.46534,-0.00985,0.08302,1.68309,20157,0.00091,0.29938,26739409,20501131,0.7667,18026936,0.67417,2474195,4383,3847681,0.17379,7042,0.63682,1976,0.17869,3224,0.29155,442,0.03997,0.25695,0.48474,0.3736
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0786.cds.fa.fixed.fa,MMETSP0786,22192,150,17784,28834863,1294.53772,611,11458,13,18972,99.8459,708,1179,1677,2442,4293,0.43878,0.06091,0.07216,1.91749,49076,0.0017,0.22834,25633170,19508630,0.76107,16026178,0.62521,3482452,3867,4520963,0.15679,15605,0.70318,3702,0.16682,8711,0.39253,1088,0.04903,0.2262,0.39062,0.38982
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0963.cds.fa.fixed.fa,MMETSP0963,11824,150,6492,8412543,683.44866,1909,2952,0,6087,99.85117,372,822,1200,1686,2763,0.63258,-0.00108,0.05389,2.31292,44050,0.00524,0.12972,18923818,15279211,0.80741,11647207,0.61548,3632004,4119,51329,0.0061,7891,0.66737,34,0.00288,3806,0.32189,2180,0.18437,0.1902,0.2168,0.33898
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1358.cds.fa.fixed.fa,MMETSP1358,17966,150,13998,19688613,1085.51225,1071,7882,6,13512,99.83244,621,1080,1521,2136,3639,0.49117,0.06706,0.12599,1.93711,75342,0.00383,0.20025,23623295,18401681,0.77896,13856680,0.58657,4545001,8443,111059,0.00564,11771,0.65518,45,0.0025,6270,0.34899,326,0.01815,0.31179,0.34293,0.45274
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0329.cds.fa.fixed.fa,MMETSP0329,21373,150,14871,31284825,1459.1726,562,12926,14,18774,99.876,822,1365,1887,2673,4260,0.4793,0.02155,0.1084,1.94613,55544,0.00178,0.2499,40626302,32994841,0.81215,27918224,0.6872,5076617,5111,4629607,0.14798,15409,0.72096,3740,0.17499,8762,0.40996,803,0.03757,0.29407,0.47592,0.45903
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0013.cds.fa.fixed.fa,MMETSP0013,34129,51,17433,46780632,1355.84222,3152,18403,39,26733,99.90116,810,1401,2001,2862,4749,0.46387,0.07675,0.07978,1.78214,158430,0.00339,0.23093,18131726,15427419,0.85085,13484577,0.7437,1942842,5537,6778931,0.14491,27601,0.80873,6855,0.20086,16219,0.47523,1492,0.04372,0.2599,0.50716,0.46205
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1098.cds.fa.fixed.fa,MMETSP1098,24578,150,14457,19348442,756.4832,4356,5728,10,11352,99.8742,372,909,1590,2670,5490,0.54711,0.01812,0.06017,2.05685,86721,0.00448,0.14191,25415813,19557958,0.76952,14504270,0.57068,5053688,11257,152613,0.00789,17679,0.7193,138,0.00561,11320,0.46057,606,0.02466,0.19196,0.35489,0.49385
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0766.cds.fa.fixed.fa,MMETSP0766,47719,150,5655,37250711,760.445,5510,13754,0,27989,99.86626,417,849,1224,1683,2556,0.60444,0.04882,0.02547,1.98071,201597,0.00541,0.14681,29126963,15080260,0.51774,10615666,0.36446,4464594,11440,244769,0.00657,32358,0.67809,176,0.00369,22129,0.46374,2085,0.04369,0.17647,0.21539,0.41337
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0403.cds.fa.fixed.fa,MMETSP0403,28712,150,11475,41027892,1422.1608,1117,16641,8,24288,99.85906,804,1371,1953,2718,4242,0.51014,0.05223,0.10243,1.98756,106944,0.00261,0.24444,40477587,32464924,0.80205,26016851,0.64275,6448073,7534,5566804,0.13568,21244,0.7399,4460,0.15534,12270,0.42735,3075,0.1071,0.23363,0.33764,0.30505
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0901.cds.fa.fixed.fa,MMETSP0901,15179,150,15678,20289840,1325.83438,948,7791,10,11509,99.87735,750,1365,2004,2898,4665,0.484,0.02784,0.08752,1.93256,54033,0.00266,0.22848,20641446,17381568,0.84207,13600851,0.65891,3780717,9442,76840,0.00379,9668,0.63693,32,0.00211,3717,0.24488,263,0.01733,0.36642,0.4425,0.4143
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0912.cds.fa.fixed.fa,MMETSP0912,16336,150,5844,11142438,664.41497,1656,3495,0,9713,99.72888,384,684,966,1296,2016,0.51076,0.08519,0.08475,1.96817,83040,0.00745,0.13561,13303478,9539096,0.71704,6868827,0.51632,2670269,3902,112005,0.01005,11095,0.67917,36,0.0022,4426,0.27094,5436,0.33276,0.1315,0.13473,0.02631
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1385.cds.fa.fixed.fa,MMETSP1385,24822,150,14850,23320083,914.12364,3624,8384,9,13754,99.88243,486,1131,1698,2517,4539,0.47214,0.07704,0.07606,2.46568,86697,0.00372,0.16175,21983371,17889779,0.81379,12528576,0.56991,5361203,16160,122721,0.00526,17007,0.68516,109,0.00439,5625,0.22661,445,0.01793,0.19748,0.34424,0.47897
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0259.cds.fa.fixed.fa,MMETSP0259,40868,150,9618,53693937,1306.49545,1732,22309,0,33895,99.9,744,1284,1794,2442,3714,0.54464,0.08141,0.04653,1.89136,97765,0.00182,0.22956,28537713,23895843,0.83734,20120399,0.70505,3775444,13890,7555665,0.14072,28245,0.69113,5739,0.14043,16090,0.39371,1298,0.03176,0.28721,0.4873,0.4459
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1002.cds.fa.fixed.fa,MMETSP1002,16903,150,4656,9208974,517.92055,2620,2180,0,7292,99.77386,300,537,819,1215,2298,0.45117,0.08724,0.06736,1.76254,32383,0.00352,0.1104,4557405,2936109,0.64425,2174290,0.47709,761819,919,174058,0.0189,13366,0.79075,130,0.00769,9246,0.547,3216,0.19026,0.12569,0.19643,0.26989
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0010.cds.fa.fixed.fa,MMETSP0010,17365,51,13587,18348462,1041.79868,1639,7165,10,12779,99.83661,603,1062,1503,2163,3768,0.49082,0.05149,0.06611,1.91085,34608,0.00189,0.18897,11427243,8344294,0.73021,6401766,0.56022,1942528,1679,1722426,0.09387,13247,0.76286,2413,0.13896,6582,0.37904,1585,0.09128,0.15087,0.29766,0.36114
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0852.cds.fa.fixed.fa,MMETSP0852,13388,150,6303,12446802,911.99709,1362,5215,0,8913,99.80747,546,1023,1395,1836,2796,0.52442,0.01191,0.11695,2.03545,54377,0.00437,0.1718,18326816,12153446,0.66315,8834340,0.48204,3319106,3663,73677,0.00592,9100,0.67971,30,0.00224,3848,0.28742,3007,0.2246,0.14809,0.15778,0.03572
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1006.cds.fa.fixed.fa,MMETSP1006,14203,150,13164,11411370,780.13244,1914,4007,2,8027,99.90258,420,882,1299,1866,3600,0.69192,-0.00416,0.0075,2.3631,46969,0.00412,0.12926,13503748,11635579,0.86166,9541240,0.70656,2094339,7748,60504,0.0053,9240,0.65057,42,0.00296,5502,0.38738,605,0.0426,0.30322,0.41846,0.58015
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0088.cds.fa.fixed.fa,MMETSP0088,14282,150,4266,8428029,568.82537,1745,2214,0,7317,99.7716,333,591,849,1152,1755,0.44326,0.08696,0.09007,1.72616,22015,0.00261,0.12042,2769321,2103151,0.75945,1388373,0.50134,714778,778,961891,0.11413,13852,0.96989,1254,0.0878,12539,0.87796,1075,0.07527,0.1413,0.21083,0.21466
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0096.cds.fa.fixed.fa,MMETSP0096,71012,150,8205,70220712,973.49202,6286,29457,0,51196,99.93432,597,1038,1416,1887,2850,0.66536,0.03006,0.03727,2.03832,260542,0.00371,0.16716,23496034,19245334,0.81909,15426145,0.65654,3819189,20941,7369894,0.10495,52608,0.74083,6943,0.09777,37173,0.52347,2307,0.03249,0.28109,0.42802,0.46282
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0853.cds.fa.fixed.fa,MMETSP0853,12435,150,5526,11966223,948.88444,956,5248,0,9107,99.79215,594,1011,1326,1713,2535,0.52454,0.0146,0.11973,2.03657,49569,0.00414,0.17919,19341696,12815596,0.66259,9116162,0.47132,3699434,6691,61898,0.00517,7928,0.63756,19,0.00153,2683,0.21576,4470,0.35947,0.11742,0.12288,0.03314
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1446.cds.fa.fixed.fa,MMETSP1446,6985,150,11694,7791717,1093.97781,868,3019,3,4601,99.87515,657,1275,1812,2580,4251,0.56984,0.05947,0.08284,1.97684,25216,0.00324,0.19455,20980222,15221361,0.72551,11383529,0.54258,3837832,3102,31488,0.00404,4389,0.62835,12,0.00172,1723,0.24667,482,0.06901,0.23103,0.27908,0.34627
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0752.cds.fa.fixed.fa,MMETSP0752,23547,150,10200,33359745,1409.19582,1025,13450,1,19678,99.86889,798,1377,1950,2742,4338,0.39294,0.0766,0.10527,1.69351,74572,0.00224,0.23323,26590366,19939758,0.74989,17026880,0.64034,2912878,5983,4651267,0.13943,16802,0.71355,3989,0.16941,8763,0.37215,1527,0.06485,0.25263,0.4094,0.3691
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0947.cds.fa.fixed.fa,MMETSP0947,21565,150,16230,27796239,1282.69483,775,10999,16,17952,99.82836,708,1200,1716,2484,4551,0.45334,0.07903,0.08366,1.56114,66373,0.00239,0.22142,37933399,25803356,0.68023,19321797,0.50936,6481559,3212,3767931,0.13556,15359,0.71222,3228,0.14969,9816,0.45518,919,0.04262,0.19887,0.31319,0.33632
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1352.cds.fa.fixed.fa,MMETSP1352,14031,150,16173,14418207,1001.08039,2142,5050,5,7868,99.88928,540,1266,1923,2982,5163,0.54289,-0.00623,0.14459,2.2134,41221,0.00286,0.16973,21486729,17949954,0.8354,13606342,0.63324,4343612,8174,70606,0.0049,9251,0.65933,59,0.0042,4857,0.34616,670,0.04775,0.25672,0.34,0.47999
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0316.cds.fa.fixed.fa,MMETSP0316,11798,150,14592,15218148,1284.63367,353,6176,9,9938,99.87744,702,1209,1686,2430,4005,0.50416,0.01289,0.06182,1.9848,30496,0.002,0.22877,31856872,24131984,0.75751,19550148,0.61369,4581836,2824,1961466,0.12889,7725,0.65477,1640,0.13901,4868,0.41261,221,0.01873,0.28236,0.43714,0.46995
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1150.cds.fa.fixed.fa,MMETSP1150,38160,150,13767,37733544,976.14882,2785,14245,6,28035,99.91857,561,963,1380,1959,3417,0.701,-0.00099,-0.00169,2.38454,146304,0.00388,0.15169,22646440,19816909,0.87506,16446340,0.72622,3370569,15509,4209018,0.11155,28639,0.7505,4377,0.1147,18115,0.47471,1508,0.03952,0.2873,0.44612,0.46037
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0896.cds.fa.fixed.fa,MMETSP0896,11114,150,7656,8055825,709.71324,963,2604,0,6722,99.80572,393,699,1035,1425,2334,0.60089,0.05067,0.05019,1.97507,29454,0.00366,0.13442,28938114,14625428,0.5054,9938075,0.34343,4687353,2489,702351,0.08719,7438,0.66925,941,0.08467,3924,0.35307,1068,0.0961,0.12203,0.18318,0.40779
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0420.cds.fa.fixed.fa,MMETSP0420,14072,150,18564,18550134,1310.44613,626,7091,19,11311,99.93997,705,1275,1875,2724,4734,0.47877,0.03725,0.05121,2.6086,66302,0.00357,0.2084,20195362,14423597,0.7142,12245782,0.60637,2177815,4629,1903393,0.10261,10535,0.74865,1777,0.12628,6890,0.48962,370,0.02629,0.29221,0.43036,0.53791
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0484.cds.fa.fixed.fa,MMETSP0484,30293,150,18921,31487040,1027.71713,2033,11675,22,21655,99.8974,555,1023,1482,2196,4248,0.61303,0.04216,0.08696,2.06058,69273,0.0022,0.17715,21795168,17544820,0.80499,15102809,0.69294,2442011,7686,3545216,0.11259,22111,0.7299,2871,0.09477,16383,0.54082,865,0.02855,0.31261,0.47194,0.51928
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1311.cds.fa.fixed.fa,MMETSP1311,7688,150,6030,6028953,762.21696,964,2076,0,4370,99.89976,411,831,1281,1857,3048,0.61941,0.03703,0.07618,2.02352,24455,0.00406,0.14103,24937038,20000905,0.80206,14189925,0.56903,5810980,3651,29948,0.00497,4696,0.61082,18,0.00234,1656,0.2154,2857,0.37162,0.10983,0.16381,0.44547
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0960.cds.fa.fixed.fa,MMETSP0960,13391,150,7809,17995137,1338.96042,373,7912,0,11521,99.84187,789,1302,1752,2298,3342,0.50342,0.00893,0.03094,2.01798,22386,0.00124,0.24454,19717742,13291568,0.67409,10792429,0.54735,2499139,1204,2630991,0.14621,9281,0.69308,2064,0.15413,5158,0.38518,939,0.07012,0.19306,0.33625,0.34744
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0380.cds.fa.fixed.fa,MMETSP0380,33902,150,5859,16638788,460.93127,5830,2934,0,14842,99.77042,291,510,714,972,1518,0.60014,0.06558,0.04264,1.96826,85661,0.00515,0.09986,13696405,6475765,0.47281,3063329,0.22366,3412436,5775,1757101,0.1056,29090,0.85806,2845,0.08392,18795,0.55439,5944,0.17533,0.0374,0.06883,0.22328
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0107.cds.fa.fixed.fa,MMETSP0107,45122,150,9072,38894037,846.19999,4104,14721,0,31504,99.82661,516,873,1197,1620,2613,0.58828,-0.00856,0.04348,1.95357,186573,0.0048,0.1602,35319421,28305145,0.8014,22163986,0.62753,6141159,12316,3125948,0.08037,34255,0.75916,4026,0.08922,17891,0.3965,8181,0.18131,0.21374,0.24976,0.02906
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1330.cds.fa.fixed.fa,MMETSP1330,7657,150,24111,9479238,1220.86287,752,3150,15,5060,99.91794,642,1350,2199,3372,6240,0.58508,0.06634,0.05402,2.03105,34768,0.00367,0.20153,21842016,17564737,0.80417,13658107,0.62531,3906630,3564,37413,0.00395,4815,0.62884,13,0.0017,2624,0.34269,804,0.105,0.27539,0.28386,0.02735
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0696.cds.fa.fixed.fa,MMETSP0696,34199,150,18063,51530631,1499.09041,1519,20207,49,28880,99.88717,843,1437,2067,3015,5019,0.5301,0.05247,0.05667,2.03199,148957,0.00289,0.25485,22060233,17774152,0.80571,15329734,0.6949,2444418,9365,6911310,0.13412,27190,0.79505,5447,0.15927,16384,0.47908,2105,0.06155,0.29501,0.44195,0.37884
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0115.cds.fa.fixed.fa,MMETSP0115,14906,150,22380,15118431,996.15316,1550,5101,27,9167,99.9706,501,1083,1692,2724,5649,0.70024,0.04238,0.02663,2.52915,75469,0.00499,0.14304,5612354,5062823,0.90209,3784459,0.67431,1278364,3296,595308,0.03938,14130,0.94794,543,0.03643,12366,0.8296,529,0.03549,0.26086,0.3385,0.29591
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0804.cds.fa.fixed.fa,MMETSP0804,25195,150,16596,35858739,1414.33074,1299,14001,26,20455,99.85624,795,1404,1998,2883,4893,0.61247,0.01145,0.05542,1.7908,70815,0.00197,0.22846,28829237,22619720,0.78461,18516957,0.6423,4102763,6709,5512431,0.15373,18651,0.74027,4151,0.16475,10950,0.43461,1461,0.05799,0.22315,0.38687,0.40768
