,Run,SampleName.x,assembly,n_seqs,smallest,largest,n_bases,mean_len,n_under_200,n_over_1k,n_over_10k,n_with_orf,mean_orf_percent,n90,n70,n50,n30,n10,gc,gc_skew,at_skew,cpg_ratio,bases_n,proportion_n,linguistic_complexity,fragments,fragments_mapped,p_fragments_mapped,good_mappings,p_good_mapping,bad_mappings,potential_bridges,bases_uncovered,p_bases_uncovered,contigs_uncovbase,p_contigs_uncovbase,contigs_uncovered,p_contigs_uncovered,contigs_lowcovered,p_contigs_lowcovered,contigs_segmented,p_contigs_segmented,score,optimal_score,cutoff,CRBB_hits,n_contigs_with_CRBB,p_contigs_with_CRBB,rbh_per_reference,n_refs_with_CRBB,p_refs_with_CRBB,cov25,p_cov25,cov50,p_cov50,cov75,p_cov75,cov85,p_cov85,cov95,p_cov95,reference_coverage,ID,Complete,Fragmented,Missing,Total,Complete_BUSCO_perc,Input.Reads,Surviving.Reads,Percent.Surviving,Unique_kmers,Investigator,HighLevelClassification,Phylum,Class,Order,Family,Genus,Species,Strain,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,download_path,Experiment,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,Platform,Model,SRAStudy,BioProject,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName.y,CenterName,Submission,Consent,RunHash,ReadHash
668,SRR1300503,MMETSP1338,/mnt/scratch/ljcohen/mmetsp/Pelagodinium_beii/SRR1300503/trinity/trinity_out/Pelagodinium_beii_SRR1300503.Trinity.fixed.fa,103928,201,13811,70761106,680.86662,0,20793,9,44292,91.83405,280,579,1038,1626,2793,0.53661,0.008,0.00475,1.86926,0,0,0.13182,25551835,22234334,0.87017,17801939,0.6967,4432395,50303,410437,0.0058,24583,0.23654,270,0.0026,74987,0.72153,2123,0.02043,0.31885,0.45132,0.51887,57359,57359,0.55191,1.0324,48512,0.87316,24870,0.44763,23214,0.41783,21140,0.3805,20398,0.36714,19533,0.35157,0.45541,Pelagodinium_beii_SRR1300503,221,62,146,429,0.515151515,25562268,25551835,99.96,72422798,WillieWilson,"Alveolata(SAR,Chromalveolata)",Dinophyta,Dinophyceae,Suessiales,Suessiaceae,Pelagodinium,bii,RCC1491,22-Jul-15,31-May-14,25562268,2556226800,25562268,100,1613,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300503,SRX554308,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS621591,SAMN02740584,simple,43686,Pelagodinium beii,MMETSP1338,NCGR,SRA167331,public,F7DCC63D4A88D5A1BA7B3E61E0E665F3,D3F3888B00A44482230CEFB5D0600CA5
669,SRR1300504,MMETSP1326,/mnt/scratch/ljcohen/mmetsp/uncultured_eukaryote/SRR1300504/trinity/trinity_out/uncultured_eukaryote_SRR1300504.Trinity.fixed.fa,40971,201,13745,24834694,606.15299,0,5839,8,14763,84.12775,272,473,804,1360,2710,0.63747,0.02148,0.01228,2.1688,0,0,0.10997,16512019,14560528,0.88181,11093370,0.67184,3467158,29761,444719,0.01791,20469,0.4996,159,0.00388,23930,0.58407,2132,0.05204,0.25043,0.33053,0.39712,28496,28496,0.69552,1.11648,21268,0.83329,11097,0.43478,9734,0.38138,8066,0.31603,7345,0.28778,6098,0.23892,0.41178,uncultured_eukaryote_SRR1300504,189,121,119,429,0.440559441,16520723,16512019,99.95,21339851,WillieWilson,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Unidentifiedeukaryote,sp.,RCC2288,22-Jul-15,31-May-14,16520723,1652072300,16520723,100,1081,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300504,SRX554309,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS621592,SAMN02740316,simple,100272,uncultured eukaryote,MMETSP1326,NCGR,SRA167331,public,82E11A8300A2DB00A96B574FB33E8E3F,06B848B190F2F0A28B15C56570823F01
670,SRR1300505,MMETSP1460,/mnt/scratch/ljcohen/mmetsp/Bathycoccus_prasinos/SRR1300505/trinity/trinity_out/Bathycoccus_prasinos_SRR1300505.Trinity.fixed.fa,11108,201,16923,12811441,1153.35263,0,4355,29,6564,74.9729,469,1216,1915,2914,5006,0.47498,0.01918,0.01863,2.50166,0,0,0.19056,27873319,26653740,0.95625,23288718,0.83552,3365022,9310,247042,0.01928,4732,0.426,49,0.00441,4014,0.36136,1462,0.13162,0.37578,0.40102,0.30792,8695,8695,0.78277,1.3412,5725,0.88308,3093,0.47709,2707,0.41755,2229,0.34382,1971,0.30403,1459,0.22505,0.44487,Bathycoccus_prasinos_SRR1300505,226,61,142,429,0.526806527,27888694,27873319,99.94,10303532,MikePreston,Viridiplantae(Archaeplastida),Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,prasinos,RCC716,22-Jul-15,31-May-14,27888694,2788869400,27888694,100,1769,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300505,SRX554310,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS621593,SAMN02740217,simple,41875,Bathycoccus prasinos,MMETSP1460,NCGR,SRA167331,public,964529AA87CCEF02D36C4A352CE23A95,0B7EAC197C642AA8BFFA602B02B99E73
671,SRR1300506,MMETSP1456,/mnt/scratch/ljcohen/mmetsp/uncultured_eukaryote/SRR1300506/trinity/trinity_out/uncultured_eukaryote_SRR1300506.Trinity.fixed.fa,10214,201,11558,11077878,1084.57783,0,4277,2,6923,83.33021,526,1065,1564,2195,3491,0.61625,0.01408,0.01346,1.83972,0,0,0.18739,20529327,19353558,0.94273,16357439,0.79678,2996119,8178,112809,0.01018,3876,0.37948,58,0.00568,3441,0.33689,860,0.0842,0.37959,0.42381,0.34871,8537,8537,0.83581,1.02497,6473,0.77716,3400,0.40821,3103,0.37255,2753,0.33053,2617,0.3142,2344,0.28143,0.45283,uncultured_eukaryote_SRR1300506,260,52,117,429,0.606060606,20553525,20529327,99.88,9089785,MikePreston,,Unknown,Unknown,,Unknown,Unidentifiedeukaryote,sp.,RCC1871,22-Jul-15,31-May-14,20553525,2055352500,20553525,100,1302,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300506,SRX554311,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS621594,SAMN02740312,simple,100272,uncultured eukaryote,MMETSP1456,NCGR,SRA167331,public,53C3BC6D37B9121805ABE7380912714B,13897D1C1D55345D60590EDB9465E61C
672,SRR1300507,MMETSP1463,/mnt/scratch/ljcohen/mmetsp/Pavlova_lutheri/SRR1300507/trinity/trinity_out/Pavlova_lutheri_SRR1300507.Trinity.fixed.fa,19864,201,9233,12011603,604.69206,0,2997,0,8892,88.62788,280,508,797,1187,1922,0.68659,0.00457,0.00096,2.63794,0,0,0.10779,22645071,20670921,0.91282,16619064,0.73389,4051857,10041,147975,0.01232,6443,0.32436,169,0.00851,5586,0.28121,1530,0.07702,0.21095,0.27889,0.16474,16888,16888,0.85018,0.98215,14667,0.85298,7507,0.43658,7090,0.41233,6439,0.37447,6190,0.35999,5838,0.33952,0.4452,Pavlova_lutheri_SRR1300507,149,92,188,429,0.347319347,22677306,22645071,99.86,11234332,MikePreston,"Haptophyta(Hacrobia,Chromalveolata)",Haptophyta,Pavlovophyceae,Pavlovales,Pavlovaceae,Pavlova,lutheri,RCC1537,22-Jul-15,31-May-14,22677306,2267730600,22677306,100,1440,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300507,SRX554312,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS621595,SAMN02739956,simple,2832,Pavlova lutheri,MMETSP1463,NCGR,SRA167331,public,8196D70CC47F54521214B81097F49BC3,73B95BB9F2A14587DA8D63E0F2DEC455
673,SRR1300508,MMETSP1464,/mnt/scratch/ljcohen/mmetsp/Exanthemachrysis_gayraliae/SRR1300508/trinity/trinity_out/Exanthemachrysis_gayraliae_SRR1300508.Trinity.fixed.fa,25807,201,8157,18759815,726.92738,0,6100,0,13253,84.84703,327,657,1024,1458,2271,0.70092,0.00395,0.0018,2.15297,0,0,0.1267,24394150,22329126,0.91535,17247980,0.70705,5081146,13124,233875,0.01247,11367,0.44046,132,0.00511,13620,0.52776,2059,0.07978,0.27333,0.29546,0.23101,18805,18805,0.72868,1.0595,15585,0.87808,8123,0.45766,7582,0.42718,6833,0.38498,6550,0.36903,6107,0.34408,0.45822,Exanthemachrysis_gayraliae_SRR1300508,189,79,161,429,0.440559441,24416438,24394150,99.91,19991058,MikePreston,"Haptophyta(Hacrobia,Chromalveolata)",Haptophyta,Haptophyceae,Pavlovales,Pavlovaceae,Exanthemachrysis,gayraliae,RCC1523,22-Jul-15,31-May-14,24416438,2441643800,24416438,100,1653,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300508,SRX554313,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS621596,SAMN02740020,simple,119497,Exanthemachrysis gayraliae,MMETSP1464,NCGR,SRA167331,public,BC4DFE8413E4507F37BB7E30AD71B401,602FBDA5EAAD8557D6A868508B90E77D
674,SRR1300509,MMETSP1459,/mnt/scratch/ljcohen/mmetsp/Pycnococcus_provasolii/SRR1300509/trinity/trinity_out/Pycnococcus_provasolii_SRR1300509.Trinity.fixed.fa,14592,201,7736,11381067,779.95251,0,3897,0,7857,86.09267,348,728,1103,1577,2470,0.57459,0.00513,-1.00E-04,2.38593,0,0,0.14694,30145777,28547720,0.94699,24066885,0.79835,4480835,9537,107729,0.00947,5296,0.36294,60,0.00411,7201,0.49349,1128,0.0773,0.34922,0.37641,0.29748,10655,10655,0.73019,1.17333,8127,0.89495,4353,0.47935,3935,0.43332,3417,0.37628,3215,0.35404,2865,0.31549,0.45375,Pycnococcus_provasolii_SRR1300509,178,78,173,429,0.414918415,30160953,30145777,99.95,11848917,MikePreston,Viridiplantae(Archaeplastida),Chlorophyta,Prasinophyceae,Pseudoscourfieldiales,Pycnococcaceae,Pycnococcus,provasolii,RCC931,22-Jul-15,31-May-14,30160953,3016095300,30160953,100,1998,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300509,SRX554314,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS621597,SAMN02740207,simple,41880,Pycnococcus provasolii,MMETSP1459,NCGR,SRA167331,public,01E09B6A1A38C7D3212AFDE87AB903E2,05C54DA417B87EC015C10A946CF380A5
675,SRR1300510,MMETSP1435,/mnt/scratch/ljcohen/mmetsp/Chaetoceros_brevis/SRR1300510/trinity/trinity_out/Chaetoceros_brevis_SRR1300510.Trinity.fixed.fa,7364,201,3403,3402726,462.07577,0,287,0,1799,76.72401,250,389,548,716,1008,0.43182,0.02852,0.01491,1.77211,0,0,0.09898,9205393,7798765,0.8472,6775864,0.73608,1022901,2466,21985,0.00646,989,0.1343,54,0.00733,290,0.03938,814,0.11054,0.25732,0.33127,0.18477,6470,6470,0.8786,0.87314,6151,0.83009,2994,0.40405,2938,0.39649,2749,0.37099,2637,0.35587,2459,0.33185,0.41866,Chaetoceros_brevis_SRR1300510,48,58,323,429,0.111888112,9223210,9205393,99.81,3019226,MikePreston,"Stramenopila(SAR,Chromalveolata)",Bacillariophyta,Bacillariophyceae,Chaetocerotanaeincertaesedis,Chaetocerotaceae,Chaetoceros,brevis,CCMP164,22-Jul-15,31-May-14,9223210,922321000,9223210,100,504,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300510,SRX554315,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS621598,SAMN02740041,simple,426625,Chaetoceros brevis,MMETSP1435,NCGR,SRA167331,public,1B539A8B4080E5ABD214931329FCC438,A6CD5A61D8B43A657A706C30D9536E75
676,SRR1300512,MMETSP1436,/mnt/scratch/ljcohen/mmetsp/Alexandrium_andersonii/SRR1300512/trinity/trinity_out/Alexandrium_andersonii_SRR1300512.Trinity.fixed.fa,101371,201,11167,41928051,413.60992,0,4678,1,25384,95.73959,230,311,447,684,1224,0.64765,0.00986,0.00592,2.05931,0,0,0.08524,12118136,8919892,0.73608,6332892,0.5226,2587000,42229,364725,0.0087,25423,0.25079,291,0.00287,89221,0.88014,2505,0.02471,0.19199,0.26264,0.33296,37247,37247,0.36743,0.88179,33083,0.78321,15809,0.37427,14843,0.3514,13500,0.3196,12981,0.30732,12299,0.29117,0.39209,Alexandrium_andersonii_SRR1300512,101,113,215,429,0.235431235,12139478,12118136,99.82,42874569,MikePreston,"Alveolata(SAR,Chromalveolata)",Dinophyta,Dinophyceae,Gonyualacales,Goniodomataceae,Alexandrium,andersonii,CCMP2222,22-Jul-15,31-May-14,12139478,1213947800,12139478,100,701,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300512,SRX554317,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS621599,SAMN02740133,simple,327968,Alexandrium andersonii,MMETSP1436,NCGR,SRA167331,public,6C28FDE3FADDD704B66D5C3788518E7B,C71998DD4CE0472689353851D9E52174
677,SRR1300514,MMETSP1437,/mnt/scratch/ljcohen/mmetsp/Eucampia_antarctica/SRR1300514/trinity/trinity_out/Eucampia_antarctica_SRR1300514.Trinity.fixed.fa,27888,201,9689,17028786,610.61338,0,4544,0,9232,79.88012,267,493,866,1359,2356,0.39702,0.01618,0.01392,1.82078,0,0,0.12096,10618425,9594092,0.90353,8411523,0.79216,1182569,14482,174365,0.01024,6691,0.23992,170,0.0061,20386,0.731,936,0.03356,0.33481,0.44675,0.41451,16346,16346,0.58613,1.0341,13354,0.84482,6965,0.44063,6412,0.40564,5675,0.35902,5380,0.34036,4939,0.31246,0.44432,Eucampia_antarctica_SRR1300514,203,74,152,429,0.473193473,10632693,10618425,99.87,13652637,MikePreston,"Stramenopila(SAR,Chromalveolata)",Bacillariophyta,Coscinodiscophyceae,Hemiaulales,Hemiaulaceae,Eucampia,antarctica,CCMP1452,22-Jul-15,31-May-14,10632693,1063269300,10632693,100,576,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300514,SRX554319,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS621600,SAMN02740096,simple,49252,Eucampia antarctica,MMETSP1437,NCGR,SRA167331,public,E8E2A970C5AA5B1F398D09731EB3240C,79E287A57B1F1F23AD19FCC8CFC72814
678,SRR1300516,MMETSP1438,/mnt/scratch/ljcohen/mmetsp/Pterosperma/SRR1300516/trinity/trinity_out/Pterosperma_SRR1300516.Trinity.fixed.fa,43184,201,14735,25661940,594.24648,0,6375,6,12486,75.9777,261,459,823,1415,2504,0.5011,0.02256,0.01236,1.67629,0,0,0.11953,12359966,11098922,0.89797,9671257,0.78247,1427665,22137,199020,0.00776,10524,0.2437,129,0.00299,36399,0.84288,930,0.02154,0.34174,0.45558,0.54299,19007,19007,0.44014,1.09361,15543,0.8943,7854,0.4519,7203,0.41444,6447,0.37094,6173,0.35518,5814,0.33452,0.43967,Pterosperma_SRR1300516,174,100,155,429,0.405594406,12377327,12359966,99.86,21184361,MikePreston,Viridiplantae(Archaeplastida),Chlorophyta,Prasinophyceae,Halosphaerales,Pterospermataceae,Pterosperma,sp.,CCMP1384,22-Jul-15,31-May-14,12377327,1237732700,12377327,100,689,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300516,SRX554321,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS621601,SAMN02740612,simple,38835,Pterosperma,MMETSP1438,NCGR,SRA167331,public,9869F04AE6160DE9F781AE65F87AA146,4CE0EC6355B8F201A4428ED3B63E949D
679,SRR1300518,MMETSP1439,/mnt/scratch/ljcohen/mmetsp/Gonyaulax_spinifera/SRR1300518/trinity/trinity_out/Gonyaulax_spinifera_SRR1300518.Trinity.fixed.fa,77651,201,16333,38911196,501.1036,0,7932,2,25906,94.10007,241,377,639,1003,1694,0.6335,0.00606,0.00242,1.9636,0,0,0.1011,26306769,21884423,0.83189,16508427,0.62754,5375996,33856,331242,0.00851,23893,0.3077,190,0.00245,58140,0.74873,2500,0.0322,0.24987,0.3297,0.43914,38174,38174,0.49161,0.90726,32941,0.78289,15939,0.37881,14767,0.35096,13340,0.31705,12809,0.30443,12050,0.28639,0.4022,Gonyaulax_spinifera_SRR1300518,162,70,197,429,0.377622378,26319762,26306769,99.95,33444512,MikePreston,"Alveolata(SAR,Chromalveolata)",Pyrrophycophyta,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,spinifera,CCMP409,22-Jul-15,31-May-14,26319762,2631976200,26319762,100,1709,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300518,SRX554323,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS621602,SAMN02740068,simple,66791,Gonyaulax spinifera,MMETSP1439,NCGR,SRA167331,public,227D812A3E30657451D13D78D350F659,7BF2A8F935C1839F9379C6DC4BD234AD
680,SRR1300519,MMETSP1440,/mnt/scratch/ljcohen/mmetsp/Polarella_glacialis/SRR1300519/trinity/trinity_out/Polarella_glacialis_SRR1300519.Trinity.fixed.fa,67476,201,13166,36886250,546.65733,0,8636,3,21843,89.72918,248,410,734,1231,2211,0.56455,0.00671,0.00231,1.92388,0,0,0.1094,22685747,18186084,0.80165,12463939,0.54942,5722145,41770,327076,0.00887,22261,0.32991,236,0.0035,45940,0.68083,2889,0.04282,0.20092,0.27235,0.36833,37365,37365,0.55375,0.82493,30762,0.67915,15619,0.34483,14266,0.31496,12300,0.27155,11406,0.25182,9930,0.21923,0.38927,Polarella_glacialis_SRR1300519,202,56,171,429,0.470862471,22695683,22685747,99.96,31263936,MikePreston,"Alveolata(SAR,Chromalveolata)",Alveolata,Dinophyceae,Suessiales,Suessiaceae,Polarella,glacialis,CCMP2088,22-Jul-15,31-May-14,22695683,2269568300,22695683,100,1460,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300519,SRX554324,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS621603,SAMN02740147,simple,89957,Polarella glacialis,MMETSP1440,NCGR,SRA167331,public,85DC0F6D8EAB505C65C664771EC9008A,C49EC27CB8792B64E5F4784D602F8D08
681,SRR1300520,MMETSP1441,/mnt/scratch/ljcohen/mmetsp/Heterocapsa_arctica/SRR1300520/trinity/trinity_out/Heterocapsa_arctica_SRR1300520.Trinity.fixed.fa,75699,201,13847,42803148,565.43875,0,10258,1,28748,94.16938,257,442,754,1217,2116,0.66338,0.00578,0.00227,2.09515,0,0,0.1057,27324631,21834484,0.79908,14330111,0.52444,7504373,44123,510718,0.01193,31459,0.41558,281,0.00371,49803,0.65791,3252,0.04296,0.18134,0.25317,0.33802,45615,45615,0.60258,0.90856,36794,0.73286,19028,0.379,17277,0.34412,14945,0.29767,14016,0.27917,12703,0.25302,0.40173,Heterocapsa_arctica_SRR1300520,201,68,160,429,0.468531469,27337205,27324631,99.95,38332475,MikePreston,"Alveolata(SAR,Chromalveolata)",Alveolata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,arctica,CCMP445,22-Jul-15,31-May-14,27337205,2733720500,27337205,100,1796,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300520,SRX554325,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS621604,SAMN02740065,simple,192219,Heterocapsa arctica,MMETSP1441,NCGR,SRA167331,public,D0CBECFC06C02DF0505E9F64953B4A17,590A7327BD13FE305F56D8C3DAFC09A7
682,SRR1300521,MMETSP1442,/mnt/scratch/ljcohen/mmetsp/Craspedostauros_australis/SRR1300521/trinity/trinity_out/Craspedostauros_australis_SRR1300521.Trinity.fixed.fa,22637,201,8681,17719671,782.77471,0,6336,0,10725,68.65487,335,764,1128,1567,2406,0.53639,0.0054,0.00534,2.09061,0,0,0.15176,26727149,24926042,0.93261,21678795,0.81112,3247247,12522,181221,0.01023,6832,0.30181,131,0.00579,9792,0.43257,4165,0.18399,0.32403,0.33893,0.03056,18100,18100,0.79958,1.04928,14287,0.82823,7456,0.43223,6893,0.39959,6192,0.35896,5887,0.34128,5306,0.30759,0.43904,Craspedostauros_australis_SRR1300521,111,71,247,429,0.258741259,26745370,26727149,99.93,17033565,MikePreston,"Stramenopila(SAR,Chromalveolata)",Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Craspedostauros,australis,CCMP3328,22-Jul-15,31-May-14,26745370,2674537000,26745370,100,1714,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300521,SRX554326,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS621605,SAMN02740613,simple,1486917,Craspedostauros australis,MMETSP1442,NCGR,SRA167331,public,8DD2E3F095442736D7F0F9C62CDFC933,93743EF83FFCE10EB7C1469AEFA9B4EA
683,SRR1300522,MMETSP1443,/mnt/scratch/ljcohen/mmetsp/Entomoneis_sp./SRR1300522/trinity/trinity_out/Entomoneis_sp._SRR1300522.Trinity.fixed.fa,19383,201,8210,13565065,699.84342,0,4719,0,8126,78.2389,297,667,1041,1419,2032,0.44526,0.0084,0.00729,1.89814,0,0,0.13937,29067705,27786007,0.95591,24757397,0.85171,3028610,10464,104535,0.00771,4760,0.24558,99,0.00511,11381,0.58716,1137,0.05866,0.37213,0.44748,0.32363,12645,12645,0.65238,0.9899,10865,0.85056,5531,0.43299,5212,0.40802,4724,0.36981,4503,0.35251,4205,0.32918,0.44365,Entomoneis_sp._SRR1300522,154,56,219,429,0.358974359,29104683,29067705,99.87,10485906,MikePreston,"Stramenopila(SAR,Chromalveolata)",Bacillariophyta,Bacillariophyceae,Bacillariophycidae,Entomoneidaceae,Entomoneis,sp.,CCMP2396,22-Jul-15,31-May-14,29104683,2910468300,29104683,100,1826,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300522,SRX554327,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS621606,SAMN02740146,simple,186043,Entomoneis sp.,MMETSP1443,NCGR,SRA167331,public,28E6D93751335B192344EC735BA65C48,35227DE2B3732546E689D9D57B697779
684,SRR1300523,MMETSP1444,/mnt/scratch/ljcohen/mmetsp/Phaeocystis_antarctica/SRR1300523/trinity/trinity_out/Phaeocystis_antarctica_SRR1300523.Trinity.fixed.fa,36400,201,8723,20888647,573.86393,0,4927,0,14331,90.43643,262,469,762,1143,1957,0.65701,0.00958,0.00567,2.2823,0,0,0.10738,23811584,20914195,0.87832,15800612,0.66357,5113583,21488,269630,0.01291,14654,0.40258,182,0.005,23640,0.64945,1566,0.04302,0.22368,0.33396,0.33058,21475,21475,0.58997,1.01206,16966,0.79957,8789,0.4142,7944,0.37438,6836,0.32216,6378,0.30058,5702,0.26872,0.41994,Phaeocystis_antarctica_SRR1300523,194,65,170,429,0.452214452,23823227,23811584,99.95,20435188,MikePreston,"Haptophyta(Hacrobia,Chromalveolata)",Haptophyta,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,antarctica,CCMP1374,22-Jul-15,31-May-14,23823227,2382322700,23823227,100,1573,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300523,SRX554328,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS621607,SAMN02740094,simple,33657,Phaeocystis antarctica,MMETSP1444,NCGR,SRA167331,public,636C72926CB2518BD257E1317AC218D6,4EFDFD09B3975F2E42F241F35EF5FFAE
685,SRR1300524,MMETSP1445,/mnt/scratch/ljcohen/mmetsp/Pyramimonas_sp./SRR1300524/trinity/trinity_out/Pyramimonas_sp._SRR1300524.Trinity.fixed.fa,43996,201,21659,29190045,663.47043,0,8726,6,15542,76.17505,281,554,997,1509,2459,0.55107,0.01472,0.01037,2.04354,0,0,0.12921,28557420,25474842,0.89206,20879864,0.73115,4594978,28313,320031,0.01096,17049,0.38751,174,0.00395,28821,0.65508,2339,0.05316,0.2976,0.33984,0.33852,26987,26987,0.6134,1.09989,20805,0.84794,10933,0.44559,9922,0.40439,8570,0.34928,7909,0.32234,6962,0.28375,0.43835,Pyramimonas_sp._SRR1300524,232,90,107,429,0.540792541,28572209,28557420,99.95,26089602,MikePreston,Viridiplantae(Archaeplastida),Chlorophyta,Prasinophyceae,Pyramimonadales,Halosphaeraceae,Pyramimonas,sp.,CCMP2087,22-Jul-15,31-May-14,28572209,2857220900,28572209,100,1847,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300524,SRX554329,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS621609,SAMN02740165,simple,36898,Pyramimonas sp.,MMETSP1445,NCGR,SRA167331,public,0C0270B489B119F49385E54B4E3E0567,6EA158FAD8ABAE17D8D184A67EED8693
686,SRR1300525,MMETSP1446,/mnt/scratch/ljcohen/mmetsp/uncultured_eukaryote/SRR1300525/trinity/trinity_out/uncultured_eukaryote_SRR1300525.Trinity.fixed.fa,11613,201,12861,12667013,1090.76147,0,4719,2,6904,76.43811,479,1136,1728,2413,3918,0.563,0.00755,0.00851,1.98911,0,0,0.19566,20980222,19091541,0.90998,16278246,0.77589,2813295,7456,244096,0.01927,4577,0.39413,146,0.01257,4929,0.42444,953,0.08206,0.35878,0.39481,0.21347,9555,9555,0.82278,1.06545,6561,0.7316,3570,0.39808,3268,0.36441,2809,0.31322,2625,0.29271,2324,0.25914,0.46039,uncultured_eukaryote_SRR1300525,245,62,122,429,0.571095571,21006933,20980222,99.87,9763236,MikePreston,,Unknown,Unknown,,Unknown,Unidentifiedeukaryote,sp.,CCMP2111,22-Jul-15,31-May-14,21006933,2100693300,21006933,100,1353,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300525,SRX554330,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS621608,SAMN02740121,simple,100272,uncultured eukaryote,MMETSP1446,NCGR,SRA167331,public,9A4EEF2174E5E95AD3D2916A4A6BEE08,E4A2283E0ED2C46AD48CFB468A830114
