Sample	avg_sequence_length	per_base_sequence_content	basic_statistics	per_base_n_content	adapter_content	sequence_duplication_levels	overrepresented_sequences	File type	Sequences flagged as poor quality	total_deduplicated_percentage	per_sequence_gc_content	%GC	kmer_content	per_base_sequence_quality	sequence_length_distribution	Encoding	Total Sequences	Filename	per_sequence_quality_scores	Sequence length	per_tile_sequence_quality
SRR1296837.trim_1P	49.999873771713816	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	27.507032566121016	pass	46.0	fail	pass	warn	Sanger / Illumina 1.9	27719619.0	SRR1296837.trim_1P.fq	pass	36-50	warn
SRR1296838.trim_1P	49.99956578445992	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	33.392372598251555	pass	46.0	fail	pass	warn	Sanger / Illumina 1.9	27309018.0	SRR1296838.trim_1P.fq	pass	25-50	warn
SRR1296839.trim_1P	49.99992229071457	fail	pass	pass	pass	pass	pass	Conventional base calls	0.0	75.21419731479239	pass	61.0	fail	pass	warn	Sanger / Illumina 1.9	23459230.0	SRR1296839.trim_1P.fq	pass	43-50	warn
SRR1296840.trim_1P	49.998841544377754	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	55.40128411425873	pass	64.0	fail	pass	warn	Sanger / Illumina 1.9	36736841.0	SRR1296840.trim_1P.fq	pass	34-50	pass
SRR1296841.trim_1P	49.99881497863733	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	63.223376119274896	pass	60.0	fail	pass	warn	Sanger / Illumina 1.9	31810397.0	SRR1296841.trim_1P.fq	pass	33-50	pass
SRR1296842.trim_1P	49.99986294586804	fail	pass	pass	pass	pass	pass	Conventional base calls	0.0	74.29206477708435	pass	63.0	fail	pass	warn	Sanger / Illumina 1.9	23749740.0	SRR1296842.trim_1P.fq	pass	43-50	pass
SRR1296843.trim_1P	49.99986656806032	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	28.84877402708997	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	15955700.0	SRR1296843.trim_1P.fq	pass	43-50	warn
SRR1296844.trim_1P	49.99986208518413	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	41.42187647822262	pass	59.0	fail	pass	warn	Sanger / Illumina 1.9	24348363.0	SRR1296844.trim_1P.fq	pass	43-50	pass
SRR1296845.trim_1P	49.999860303485725	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	36.20425341597774	pass	59.0	fail	pass	warn	Sanger / Illumina 1.9	35319421.0	SRR1296845.trim_1P.fq	pass	43-50	pass
SRR1296846.trim_1P	49.99943695481412	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	35.689405648881014	pass	51.0	fail	pass	warn	Sanger / Illumina 1.9	23779619.0	SRR1296846.trim_1P.fq	pass	27-50	pass
SRR1296847.trim_1P	49.99974595317217	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	41.57745872728214	pass	48.0	fail	pass	warn	Sanger / Illumina 1.9	30982477.0	SRR1296847.trim_1P.fq	pass	43-50	warn
SRR1296848.trim_1P	49.99974074788348	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	40.3233681875928	pass	48.0	fail	pass	warn	Sanger / Illumina 1.9	33118341.0	SRR1296848.trim_1P.fq	pass	43-50	warn
SRR1296849.trim_1P	49.999747434266375	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	39.44796727291598	pass	48.0	fail	pass	warn	Sanger / Illumina 1.9	31714516.0	SRR1296849.trim_1P.fq	pass	43-50	warn
SRR1296850.trim_1P	49.999747393380325	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	40.463876187401155	pass	48.0	fail	pass	warn	Sanger / Illumina 1.9	33459139.0	SRR1296850.trim_1P.fq	pass	43-50	warn
SRR1296851.trim_1P	49.999909725568024	fail	pass	pass	pass	pass	pass	Conventional base calls	0.0	76.687745757136	pass	52.0	fail	pass	warn	Sanger / Illumina 1.9	26131430.0	SRR1296851.trim_1P.fq	pass	43-50	warn
SRR1296852.trim_1P	49.99991528152877	fail	pass	pass	pass	pass	pass	Conventional base calls	0.0	75.38949738475668	pass	52.0	fail	pass	warn	Sanger / Illumina 1.9	27443838.0	SRR1296852.trim_1P.fq	pass	43-50	warn
SRR1296853.trim_1P	49.99992517477188	fail	pass	pass	pass	pass	pass	Conventional base calls	0.0	73.48892323051663	pass	52.0	fail	pass	warn	Sanger / Illumina 1.9	28105494.0	SRR1296853.trim_1P.fq	pass	43-50	warn
SRR1296854.trim_1P	49.99926083268653	fail	pass	pass	pass	pass	pass	Conventional base calls	0.0	71.49087679886	pass	52.0	fail	pass	warn	Sanger / Illumina 1.9	31785767.0	SRR1296854.trim_1P.fq	pass	43-50	warn
SRR1296855.trim_1P	49.99883637945973	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	42.37400081945209	pass	47.0	fail	pass	warn	Sanger / Illumina 1.9	25922540.0	SRR1296855.trim_1P.fq	pass	25-50	warn
SRR1296856.trim_1P	49.99991880020022	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	25.705012157407737	pass	53.0	fail	pass	warn	Sanger / Illumina 1.9	27426176.0	SRR1296856.trim_1P.fq	pass	43-50	warn
SRR1296857.trim_1P	49.99991942600663	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	23.493612889360776	pass	54.0	fail	pass	warn	Sanger / Illumina 1.9	28185273.0	SRR1296857.trim_1P.fq	pass	43-50	warn
SRR1296858.trim_1P	49.999918550324324	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	22.45768388520528	pass	54.0	fail	pass	warn	Sanger / Illumina 1.9	28938114.0	SRR1296858.trim_1P.fq	pass	43-50	warn
SRR1296859.trim_1P	49.99991924883319	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	23.313954543880094	pass	52.0	fail	pass	warn	Sanger / Illumina 1.9	26414479.0	SRR1296859.trim_1P.fq	pass	43-50	warn
SRR1296860.trim_1P	49.99987317322824	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	36.396579683418985	warn	61.0	fail	pass	warn	Sanger / Illumina 1.9	27667660.0	SRR1296860.trim_1P.fq	pass	25-50	fail
SRR1296861.trim_1P	49.999446548066736	warn	pass	pass	pass	fail	pass	Conventional base calls	0.0	42.461851269576655	warn	63.0	fail	pass	warn	Sanger / Illumina 1.9	27725985.0	SRR1296861.trim_1P.fq	pass	25-50	warn
SRR1296862.trim_1P	49.998843241993924	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	32.32581581202753	pass	66.0	fail	pass	warn	Sanger / Illumina 1.9	26306280.0	SRR1296862.trim_1P.fq	pass	25-50	pass
SRR1296863.trim_1P	49.999704824840606	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	40.56444512333444	pass	48.0	fail	pass	warn	Sanger / Illumina 1.9	24700588.0	SRR1296863.trim_1P.fq	pass	25-50	warn
SRR1296864.trim_1P	49.99971886537036	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	35.546743940068154	pass	46.0	fail	pass	warn	Sanger / Illumina 1.9	34446130.0	SRR1296864.trim_1P.fq	pass	25-50	warn
SRR1296865.trim_1P	49.999449324511	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	44.27712972702805	pass	46.0	fail	pass	warn	Sanger / Illumina 1.9	21282952.0	SRR1296865.trim_1P.fq	pass	27-50	pass
SRR1296866.trim_1P	49.999272127818685	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	48.81311740075495	pass	54.0	fail	pass	warn	Sanger / Illumina 1.9	37571157.0	SRR1296866.trim_1P.fq	pass	28-50	warn
SRR1296867.trim_1P	49.997800139235764	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	58.5881986990015	pass	47.0	fail	pass	warn	Sanger / Illumina 1.9	14309542.0	SRR1296867.trim_1P.fq	pass	25-50	pass
SRR1296868.trim_1P	49.99849258479443	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	34.31473683935694	pass	52.0	fail	pass	warn	Sanger / Illumina 1.9	37158309.0	SRR1296868.trim_1P.fq	pass	32-50	warn
SRR1296869.trim_1P	49.99849237188735	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	35.045819595143065	pass	51.0	fail	pass	warn	Sanger / Illumina 1.9	39662301.0	SRR1296869.trim_1P.fq	pass	32-50	warn
SRR1296870.trim_1P	49.998519915419514	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	36.19917667467531	warn	60.0	fail	pass	warn	Sanger / Illumina 1.9	39218029.0	SRR1296870.trim_1P.fq	pass	34-50	warn
SRR1296871.trim_1P	49.9984385999457	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	35.56941454674783	warn	46.0	fail	pass	warn	Sanger / Illumina 1.9	30781349.0	SRR1296871.trim_1P.fq	pass	34-50	warn
SRR1296872.trim_1P	49.998523242805085	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	42.196097780563825	fail	58.0	fail	pass	warn	Sanger / Illumina 1.9	33698837.0	SRR1296872.trim_1P.fq	pass	34-50	warn
SRR1296873.trim_1P	49.99986374781332	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	31.759348968076324	pass	56.0	fail	pass	warn	Sanger / Illumina 1.9	24755566.0	SRR1296873.trim_1P.fq	pass	36-50	warn
SRR1296874.trim_1P	49.99971736854701	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	49.54045079548139	pass	59.0	fail	pass	warn	Sanger / Illumina 1.9	21795168.0	SRR1296874.trim_1P.fq	pass	25-50	pass
SRR1296875.trim_1P	49.99970411975191	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	54.15923650357849	pass	57.0	fail	pass	warn	Sanger / Illumina 1.9	13796122.0	SRR1296875.trim_1P.fq	pass	25-50	pass
SRR1296876.trim_1P	49.99980873300379	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	37.52027460861853	warn	49.0	fail	pass	warn	Sanger / Illumina 1.9	26449937.0	SRR1296876.trim_1P.fq	pass	39-50	warn
SRR1296877.trim_1P	49.999824303594814	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	48.36688601036542	pass	50.0	fail	pass	warn	Sanger / Illumina 1.9	26118918.0	SRR1296877.trim_1P.fq	pass	49-50	pass
SRR1296878.trim_1P	49.999823525128164	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	42.3829609167859	pass	48.0	fail	pass	warn	Sanger / Illumina 1.9	26173698.0	SRR1296878.trim_1P.fq	pass	49-50	pass
SRR1296879.trim_1P	49.99883198156933	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	45.90916028253132	pass	48.0	fail	pass	warn	Sanger / Illumina 1.9	24593790.0	SRR1296879.trim_1P.fq	pass	25-50	warn
SRR1296880.trim_1P	49.99981712443875	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	49.341338135538074	pass	47.0	fail	pass	warn	Sanger / Illumina 1.9	23606216.0	SRR1296880.trim_1P.fq	pass	49-50	pass
SRR1296881.trim_1P	49.99969832539833	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	50.9650134609966	pass	48.0	fail	pass	warn	Sanger / Illumina 1.9	20641446.0	SRR1296881.trim_1P.fq	pass	49-50	pass
SRR1296882.trim_1P	49.9994366144555	warn	pass	pass	pass	fail	pass	Conventional base calls	0.0	45.2083640865129	pass	54.0	fail	pass	warn	Sanger / Illumina 1.9	24514296.0	SRR1296882.trim_1P.fq	pass	25-50	warn
SRR1296883.trim_1P	49.99942755587376	warn	pass	pass	pass	fail	pass	Conventional base calls	0.0	48.201909916303784	pass	59.0	fail	pass	warn	Sanger / Illumina 1.9	26549316.0	SRR1296883.trim_1P.fq	pass	25-50	warn
SRR1296884.trim_1P	49.999900049259345	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	34.478315306043164	pass	45.0	fail	pass	warn	Sanger / Illumina 1.9	23881764.0	SRR1296884.trim_1P.fq	pass	37-50	warn
SRR1296885.trim_1P	49.999632729644944	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	36.56466885313216	pass	47.0	fail	pass	warn	Sanger / Illumina 1.9	22778860.0	SRR1296885.trim_1P.fq	pass	25-50	pass
SRR1296886.trim_1P	49.99970269179215	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	31.460657423226795	warn	45.0	fail	pass	warn	Sanger / Illumina 1.9	18865944.0	SRR1296886.trim_1P.fq	pass	25-50	pass
SRR1296887.trim_1P	49.999689876760364	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	69.24688487507123	pass	32.0	fail	pass	warn	Sanger / Illumina 1.9	18847346.0	SRR1296887.trim_1P.fq	pass	49-50	pass
SRR1296888.trim_1P	49.999856014287325	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	29.180443693529202	pass	50.0	fail	pass	warn	Sanger / Illumina 1.9	31676754.0	SRR1296888.trim_1P.fq	pass	43-50	warn
SRR1296889.trim_1P	49.99876241905353	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	61.639257380760135	pass	55.0	fail	pass	warn	Sanger / Illumina 1.9	31218160.0	SRR1296889.trim_1P.fq	pass	26-50	pass
SRR1296890.trim_1P	49.998735883820245	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	58.863740378941586	pass	55.0	fail	pass	warn	Sanger / Illumina 1.9	37466493.0	SRR1296890.trim_1P.fq	pass	26-50	pass
SRR1296891.trim_1P	49.99961895772802	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	40.6129486672584	pass	43.0	fail	pass	warn	Sanger / Illumina 1.9	31886226.0	SRR1296891.trim_1P.fq	pass	25-50	warn
SRR1296892.trim_1P	49.99952977437512	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	63.28027880441369	pass	55.0	fail	pass	warn	Sanger / Illumina 1.9	32365314.0	SRR1296892.trim_1P.fq	pass	25-50	warn
SRR1296893.trim_1P	49.9999925155259	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	47.27424031103561	warn	54.0	fail	pass	warn	Sanger / Illumina 1.9	29126963.0	SRR1296893.trim_1P.fq	pass	25-50	pass
SRR1296894.trim_1P	49.9998619570279	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	45.235027901576416	pass	56.0	fail	pass	warn	Sanger / Illumina 1.9	31178697.0	SRR1296894.trim_1P.fq	pass	43-50	pass
SRR1296895.trim_1P	49.99928839128599	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	68.08020648634376	pass	64.0	fail	pass	warn	Sanger / Illumina 1.9	24188855.0	SRR1296895.trim_1P.fq	pass	43-50	warn
SRR1296896.trim_1P	49.99930030428337	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	66.98511979420832	pass	64.0	fail	pass	warn	Sanger / Illumina 1.9	28838250.0	SRR1296896.trim_1P.fq	pass	43-50	warn
SRR1296897.trim_1P	49.999291284648294	fail	pass	pass	pass	pass	pass	Conventional base calls	0.0	70.21725406924598	pass	64.0	fail	pass	warn	Sanger / Illumina 1.9	23496034.0	SRR1296897.trim_1P.fq	pass	43-50	warn
SRR1296898.trim_1P	49.99929784540918	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	65.44974573545468	pass	64.0	fail	pass	warn	Sanger / Illumina 1.9	33542471.0	SRR1296898.trim_1P.fq	pass	43-50	warn
SRR1296899.trim_1P	49.99913681812668	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	35.19382905602137	pass	55.0	fail	pass	warn	Sanger / Illumina 1.9	27501736.0	SRR1296899.trim_1P.fq	pass	28-50	pass
SRR1296900.trim_1P	49.99940095535981	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	51.174294635430904	pass	58.0	fail	pass	warn	Sanger / Illumina 1.9	25388759.0	SRR1296900.trim_1P.fq	pass	28-50	warn
SRR1296901.trim_1P	99.99858898123973	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	47.71145595487042	pass	57.0	fail	pass	warn	Sanger / Illumina 1.9	30950687.0	SRR1296901.trim_1P.fq	pass	25-100	pass
SRR1296902.trim_1P	49.99968232664564	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	38.55698264048408	pass	39.0	fail	pass	warn	Sanger / Illumina 1.9	26036178.0	SRR1296902.trim_1P.fq	pass	30-50	pass
SRR1296903.trim_1P	49.99999356790508	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	45.33017124083504	pass	57.0	fail	pass	warn	Sanger / Illumina 1.9	28606543.0	SRR1296903.trim_1P.fq	pass	49-50	pass
SRR1296904.trim_1P	49.99918184874024	warn	pass	pass	pass	warn	pass	Conventional base calls	0.0	54.17640549492051	pass	58.0	fail	pass	warn	Sanger / Illumina 1.9	20738219.0	SRR1296904.trim_1P.fq	pass	29-50	pass
SRR1296905.trim_1P	49.99968543808324	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	53.99090597575922	pass	47.0	fail	pass	warn	Sanger / Illumina 1.9	21652335.0	SRR1296905.trim_1P.fq	pass	25-50	pass
SRR1296906.trim_1P	49.99968708282552	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	34.83729300090236	pass	47.0	fail	pass	warn	Sanger / Illumina 1.9	26677986.0	SRR1296906.trim_1P.fq	pass	30-50	pass
SRR1296907.trim_1P	49.99936907749232	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	39.08767762954968	pass	56.0	fail	pass	warn	Sanger / Illumina 1.9	37947608.0	SRR1296907.trim_1P.fq	pass	28-50	warn
SRR1296908.trim_1P	49.999836121846165	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	39.68926776503778	pass	47.0	fail	pass	warn	Sanger / Illumina 1.9	32634002.0	SRR1296908.trim_1P.fq	pass	42-50	pass
SRR1296909.trim_1P	49.99943065693132	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	57.57872943812043	pass	43.0	fail	pass	warn	Sanger / Illumina 1.9	24442205.0	SRR1296909.trim_1P.fq	pass	27-50	pass
SRR1296910.trim_1P	49.99874593606127	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	64.44736804109836	pass	42.0	fail	pass	warn	Sanger / Illumina 1.9	21475779.0	SRR1296910.trim_1P.fq	pass	25-50	pass
SRR1296911.trim_1P	49.99867955626036	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	57.024315446200134	pass	43.0	fail	pass	warn	Sanger / Illumina 1.9	23476199.0	SRR1296911.trim_1P.fq	pass	25-50	pass
SRR1296912.trim_1P	49.998706639460885	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	61.711720327436225	pass	43.0	fail	pass	warn	Sanger / Illumina 1.9	22685863.0	SRR1296912.trim_1P.fq	pass	25-50	pass
SRR1296913.trim_1P	49.99925298283607	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	29.541101799861323	pass	52.0	fail	pass	warn	Sanger / Illumina 1.9	32584258.0	SRR1296913.trim_1P.fq	pass	43-50	warn
SRR1296914.trim_1P	49.999264609798566	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	38.66119623530989	pass	51.0	fail	pass	warn	Sanger / Illumina 1.9	31138571.0	SRR1296914.trim_1P.fq	pass	43-50	warn
SRR1296915.trim_1P	49.99925230398689	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	37.781257034627295	pass	51.0	fail	pass	warn	Sanger / Illumina 1.9	23181881.0	SRR1296915.trim_1P.fq	pass	43-50	warn
SRR1296916.trim_1P	49.99972379185997	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	33.41746419925179	pass	52.0	fail	pass	warn	Sanger / Illumina 1.9	28087514.0	SRR1296916.trim_1P.fq	pass	30-50	pass
SRR1296917.trim_1P	49.99974267605582	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	49.84052605583692	pass	57.0	fail	pass	warn	Sanger / Illumina 1.9	21377723.0	SRR1296917.trim_1P.fq	pass	25-50	warn
SRR1296918.trim_1P	49.99883964499352	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	37.361914233712135	pass	46.0	fail	pass	warn	Sanger / Illumina 1.9	26356589.0	SRR1296918.trim_1P.fq	pass	25-50	pass
SRR1296919.trim_1P	49.99885183597721	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	45.515825562129415	pass	46.0	fail	pass	warn	Sanger / Illumina 1.9	25755031.0	SRR1296919.trim_1P.fq	pass	35-50	pass
SRR1296920.trim_1P	49.99883263019946	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	46.19616708386466	pass	42.0	fail	pass	warn	Sanger / Illumina 1.9	22836808.0	SRR1296920.trim_1P.fq	pass	35-50	pass
SRR1296921.trim_1P	49.99883442178622	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	43.252974233373095	pass	42.0	fail	pass	warn	Sanger / Illumina 1.9	23567702.0	SRR1296921.trim_1P.fq	pass	25-50	pass
SRR1296922.trim_1P	49.99883770045098	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	43.74195137623838	pass	45.0	fail	pass	warn	Sanger / Illumina 1.9	26262593.0	SRR1296922.trim_1P.fq	pass	25-50	pass
SRR1296923.trim_1P	49.998855974672274	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	43.35227866053148	pass	45.0	fail	pass	warn	Sanger / Illumina 1.9	28548319.0	SRR1296923.trim_1P.fq	pass	25-50	pass
SRR1296924.trim_1P	49.998872948422125	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	41.44495735349774	pass	50.0	fail	pass	warn	Sanger / Illumina 1.9	25726418.0	SRR1296924.trim_1P.fq	pass	34-50	pass
SRR1296925.trim_1P	49.99886158085791	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	47.5438313854479	pass	50.0	fail	pass	warn	Sanger / Illumina 1.9	28355110.0	SRR1296925.trim_1P.fq	pass	34-50	pass
SRR1296926.trim_1P	49.999378050332446	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	53.54850305370212	pass	44.0	fail	pass	warn	Sanger / Illumina 1.9	26960381.0	SRR1296926.trim_1P.fq	pass	25-50	warn
SRR1296927.trim_1P	49.99883263556865	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	54.31097885812727	pass	44.0	fail	pass	warn	Sanger / Illumina 1.9	24441382.0	SRR1296927.trim_1P.fq	pass	34-50	pass
SRR1296928.trim_1P	49.99986208572695	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	32.50775070260955	warn	42.0	fail	pass	warn	Sanger / Illumina 1.9	13602653.0	SRR1296928.trim_1P.fq	pass	25-50	pass
SRR1296929.trim_1P	49.99940260365673	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	64.5564995997523	pass	55.0	fail	pass	warn	Sanger / Illumina 1.9	24976718.0	SRR1296929.trim_1P.fq	pass	25-50	warn
SRR1296930.trim_1P	49.99938085854995	warn	pass	pass	pass	fail	pass	Conventional base calls	0.0	39.73383325953576	pass	57.0	fail	pass	warn	Sanger / Illumina 1.9	26144268.0	SRR1296930.trim_1P.fq	pass	28-50	warn
SRR1296931.trim_1P	49.999906692051454	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	46.15656570720933	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	26021363.0	SRR1296931.trim_1P.fq	pass	49-50	warn
SRR1296932.trim_1P	49.99990849302214	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	47.926037831667024	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	25200264.0	SRR1296932.trim_1P.fq	pass	49-50	warn
SRR1296933.trim_1P	49.99987274633999	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	47.46014610725211	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	23834285.0	SRR1296933.trim_1P.fq	pass	49-50	fail
SRR1296934.trim_1P	49.99987252489095	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	47.88069354840121	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	24247871.0	SRR1296934.trim_1P.fq	pass	49-50	fail
SRR1296935.trim_1P	49.99983884372782	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	38.89070263891039	pass	39.0	warn	pass	warn	Sanger / Illumina 1.9	32608101.0	SRR1296935.trim_1P.fq	pass	42-50	pass
SRR1296936.trim_1P	49.99941093539367	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	42.542218463845686	pass	54.0	fail	pass	warn	Sanger / Illumina 1.9	33279881.0	SRR1296936.trim_1P.fq	pass	25-50	warn
SRR1296937.trim_1P	49.999247539622374	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	23.088902323863124	pass	46.0	fail	pass	warn	Sanger / Illumina 1.9	18294651.0	SRR1296937.trim_1P.fq	pass	28-50	warn
SRR1296938.trim_1P	49.99928340371252	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	3.025496013565941	fail	46.0	fail	pass	warn	Sanger / Illumina 1.9	55488705.0	SRR1296938.trim_1P.fq	pass	28-50	warn
SRR1296939.trim_1P	49.999278546807844	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	12.959437462926026	fail	47.0	fail	pass	warn	Sanger / Illumina 1.9	21388775.0	SRR1296939.trim_1P.fq	pass	28-50	warn
SRR1296940.trim_1P	49.999523765682156	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	48.39425329051208	pass	43.0	fail	pass	warn	Sanger / Illumina 1.9	16292400.0	SRR1296940.trim_1P.fq	pass	25-50	pass
SRR1296941.trim_1P	49.99984392392333	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	59.615219232727256	pass	54.0	fail	pass	warn	Sanger / Illumina 1.9	23424474.0	SRR1296941.trim_1P.fq	pass	36-50	warn
SRR1296942.trim_1P	49.999826926904504	fail	pass	pass	pass	pass	pass	Conventional base calls	0.0	73.93295157562113	pass	62.0	fail	pass	warn	Sanger / Illumina 1.9	22880506.0	SRR1296942.trim_1P.fq	pass	28-50	warn
SRR1296943.trim_1P	99.98567992906558	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	57.099557185410276	warn	60.0	fail	pass	warn	Sanger / Illumina 1.9	18410244.0	SRR1296943.trim_1P.fq	pass	25-100	pass
SRR1296944.trim_1P	49.996474014837226	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	52.273327137806135	warn	62.0	fail	pass	warn	Sanger / Illumina 1.9	18080337.0	SRR1296944.trim_1P.fq	pass	25-50	pass
SRR1296945.trim_1P	49.99973313320088	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	50.67395582197651	warn	61.0	fail	pass	warn	Sanger / Illumina 1.9	17004738.0	SRR1296945.trim_1P.fq	pass	30-50	pass
SRR1296946.trim_1P	49.99620016855384	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	52.134716215336496	warn	62.0	fail	pass	warn	Sanger / Illumina 1.9	16282038.0	SRR1296946.trim_1P.fq	pass	25-50	pass
SRR1296947.trim_1P	49.99968553564607	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	40.72736090870459	pass	44.0	fail	pass	warn	Sanger / Illumina 1.9	24444742.0	SRR1296947.trim_1P.fq	pass	32-50	pass
SRR1296948.trim_1P	49.99960700877757	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	45.38394950869703	pass	52.0	fail	pass	warn	Sanger / Illumina 1.9	23496708.0	SRR1296948.trim_1P.fq	pass	29-50	pass
SRR1296949.trim_1P	49.999843637975346	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	38.668843634598296	pass	52.0	fail	pass	warn	Sanger / Illumina 1.9	24008387.0	SRR1296949.trim_1P.fq	pass	28-50	warn
SRR1296950.trim_1P	49.99969098880818	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	43.8958716325704	warn	46.0	fail	pass	warn	Sanger / Illumina 1.9	21717660.0	SRR1296950.trim_1P.fq	pass	25-50	warn
